accession_id,is_expressed,82bf32b4-0410-4426-9591-33210d995b98,7e17b2bf-91b2-4ea2-acc1-59e1537913ce,84d88e83-f246-45c8-a27c-5f146cb5a4b4,86723871-7176-4e6c-b9b2-dcf4acf99075,d4a3af62-0505-49f6-9f34-168bec5cb0d0,5ec7ec6c-20c8-48af-964c-54125c9313c2,803da4bd-a731-423b-b689-9c876dec117f,6c67482e-8a8a-4a5c-b8be-d573afb35d54,c5b7ba42-889d-4b7a-a810-298ae179e9c2,85fb34fe-c751-4806-87a9-419e9ed39dfc,8c9b3702-7326-45fc-8457-168dd4921afb,8e5ae73e-8a65-4060-874e-9c0ab8311fcb,f3533714-4d93-4e83-9f58-3c9dda0effba,f041b9ca-ace6-4425-a928-1ffbf2737243,38a63af6-4f43-4eea-aff2-a42b4118482a,ef076f15-36a4-4e8a-a624-8cdeb9c4fa2d,64efe402-841b-49bc-a370-02a24880dd19,3f0c486c-70c8-4537-a4cc-1ea2e302706d,42a6d971-d671-4860-835f-15d184d416b0,4ebd02b1-6eb1-4923-ad2f-5f4f107e6622,bf370830-8f1c-4ca5-a838-aba83f5a964f,268512d6-01f2-4afa-bfbc-55698afe6a1f,4be7af1f-00a3-400a-9584-04756550a692,9b71b456-248a-4ec9-8fd3-bc0c1ea2d852,485f5497-8ed6-4c98-a733-710988850a13,3a587350-9c2f-43ea-a607-1eec5356f34b,8790fe0b-8d3a-4f2c-8201-1231da243697,7734be37-d611-4651-83e4-7a9e78daf8a2,cea36b7b-8225-4b98-8371-66ee50eb0641,3ef8d2e0-14fe-438a-bbcd-d0382a4085de,c42db931-0c5e-42bc-9590-2edbe16d7e56,03589e93-5465-4e5b-91aa-be97a386e097,27c8aced-b610-4c85-b7ed-3b111b55ef79,29cea98e-c370-473d-af6d-393e87c1bd31,1c73346e-7c14-4b9e-b43d-4478181e0a4a,c786cbe6-bedd-4ff1-9c19-8026aaabc738,5074a94f-c14e-441f-b006-cd8895a550e5,3f5ad0e5-ab95-4c1e-8dfe-09cab1d1500c,afd9ffe6-e019-4ea3-ab5f-41a57f9db4de,1f7bbed4-631f-4f97-84a7-9f9bd9eba94c,3e75bf39-6c1e-460b-956e-3e999daa919c,f52a43ab-8cf4-4611-a13a-195778748214,80a3007d-3d24-48c8-bdb4-38605dcd408f,15a6e18f-00b4-4369-8588-294605e0e952,5e01bf11-33c4-4d86-a97e-54ef83a86a04,485f30ed-85f1-4402-ad3e-8e1ff3a75a36,ea6c109d-9823-4fa7-987d-78f2ed377312,308d2039-4905-49de-861a-c70f97669068,12c76136-cc83-42c0-886b-4b4ea167a0d7,7c3c4540-a63e-4737-a23d-a9c999c53f39,cd746011-8fd7-473d-84e7-f39ec60b6717,600fc778-f0e3-4362-ad0c-cdb64fc76e7b,af1bb8e0-9d0f-4e54-9ca4-9b311129a412,3b8748ee-d541-4219-ba20-437311ae376a,acad335c-080a-442e-84d8-235fa3116bc6,8ca0e4c1-92ab-4653-87e0-cdcc630d8db6
MIMAT0002805,0,0.504086,1.976884,0.0,0.0,0.0,0.0,1.287113,0.395909,0.693406,5.670038,0.45794,1.758881,0.0,0.0,0.0,0.0,0.0,0.256209,0.0,0.930484,1.186159,0.0,0.738536,0.72964,0.624999,0.0,0.494121,0.310305,0.0,0.0,0.431996,0.431388,0.2589,0.0,0.462149,0.0,0.0,0.39033,0.352226,0.0,0.0,0.614431,0.0,0.0,0.385534,0.248718,0.472148,0.0,0.480411,0.0,1.195714,0.0,0.0,0.850881,0.0,0.0
MIMAT0002806,0,0.252043,0.0,0.381244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09446,0.0,0.0,0.0,0.310305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351587,0.0,0.0,0.0,0.347271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002807,0,4.788823,3.1065309999999995,4.1936800000000005,7.437711,4.973039,7.561712,3.003264,5.93864,4.853841,5.292038,2.97661,2.63832,1.332303,3.56223,10.111368,5.18839,7.043821,2.56209,4.471298,2.791452,8.303115,7.744094,5.169751,7.661218,12.499975999999998,6.954888,8.400063000000001,4.964875,4.1200980000000005,3.000107,2.159981,3.451106,4.142404,4.553672,5.083639,4.3817010000000005,3.3182209999999994,3.12264,5.987837,2.461109,4.676705,5.837099,12.080237,8.334503,5.397473,4.228199,3.777185,19.440492,5.764927,1.119348,5.380713,12.896128,9.178256,2.552642,4.353097,7.347302
MIMAT0002808,1,34.529934000000004,10.731654,19.824667,15.805137,9.235643,37.808559,31.319745,9.501826,14.561523,21.924147,9.616741,12.898453,18.208134,20.864491,37.075011,23.866596,17.338638,12.041822000000002,15.401132,9.30484,41.515579,39.150696,18.094121,40.859823,81.249848,69.86501,54.353345,19.23889,17.167075,3.000107,15.983867,16.824145,18.899721,31.875703,22.183154,20.155829,20.462361,4.68396,21.13354,21.446808,23.071747,6.758746,24.735725,12.154483,11.951545,22.633298000000003,60.434972,46.657181,12.490675,11.193477,16.739995,77.376758,65.659835,5.105284,9.25033,44.54302
MIMAT0002809,1,416.879641,540.536421,89.592242,912.359278,461.782193,501.436016,812.597233,1028.176871,900.73411,347.762322,343.91296900000003,284.64539,678.586037,161.82703700000002,56.960699,600.469721,496.860349,586.462329,161.960295,758.344464,483.55765,161.335287,670.9595310000001,387.80349,360.624323,281.989087,166.271825,676.464228,938.009004,474.616991,598.31504,186.791148,349.515377,407.553631,554.1167300000001,393.476868,324.632593,534.361724,137.368009,312.209281,384.736976,590.775788,277.270202,267.051352,636.516135,238.022697,158.16965,158.301147,146.044806,199.243882,350.344157,588.923089,399.607172,1164.855569,460.34002,433.950047
MIMAT0002810,0,0.75613,1.694472,0.762488,3.718856,0.355217,2.363035,4.719414,1.187728,0.693406,3.780026,5.26631,3.517759,1.776403,0.0,1.348182,0.691785,1.625497,2.3058810000000003,0.0,0.465242,0.790772,3.44182,0.738536,0.72964,3.437494,0.316131,1.482364,4.033961,0.0,7.800278,0.863992,0.0,1.294501,1.138418,1.386447,0.87634,1.106074,1.17099,1.056677,0.703174,2.806023,1.228863,2.300998,2.778168,6.9396070000000005,0.497436,1.888593,0.0,0.0,0.559674,0.597857,0.0,1.41204,0.0,2.176548,3.673651
MIMAT0002811,0,0.252043,0.0,0.381244,0.309905,1.065651,0.472607,0.0,0.791818,0.0,0.378003,0.0,0.586293,0.0,0.50889,0.337046,0.691786,0.0,0.256209,0.0,0.465242,0.395386,0.430227,0.0,0.0,0.312499,0.316131,0.0,0.0,0.0,0.600021,0.0,0.0,0.0,1.138418,0.0,0.584227,0.553037,0.0,0.704452,0.0,0.31178,0.307216,0.57525,0.694542,0.385534,0.746154,0.0,0.0,0.0,0.0,0.0,0.537339,0.0,0.0,1.088274,0.459206
MIMAT0002813,0,3.528606,8.472356999999999,3.049949,17.664566,6.393907,1.417821,4.719414,5.542732,4.160435,2.646018,5.26631,3.810907,3.552807,1.01778,1.011137,3.458928,9.752984,6.661433000000001,2.980864,7.443872000000001,1.581546,5.592957,2.954143,1.824099,3.749993,24.025976,3.458849,7.137008,10.300245,1.800064,1.295988,0.431388,1.294502,2.276836,2.310745,3.797475,1.65911,5.8549500000000005,3.874482,2.812696,3.741364,9.830902,1.150499,2.778168,4.626404,4.476916,4.249333,2.777213,1.441232,0.559674,8.967853999999999,1.074677,3.530099,9.359686,2.176549,6.888095999999999
MIMAT0002814,1,27.220678,33.607019,6.099897,31.300368,24.509978,8.979533,35.181083,33.652304,9.707682,7.560052,8.01395,12.312159,22.205041,2.54445,4.718638,7.263746,4.876491,8.198687,6.458539,31.171214000000003,15.815458,7.313865,3.692677,7.661218,24.374952,35.09057,8.153002,25.75529,4.806781,18.600665,19.871834,9.059154,4.660205,4.553672,7.394385,6.134382,7.189478,30.836067,8.453416,5.976979,15.900798,12.288628,8.341116,7.639961,8.867274,13.928184,14.164446,11.664296,3.843285,3.917717,10.761426,30.6283,12.708354,48.500196,9.794468,12.857779
MIMAT0002816,0,3.78065,8.189947,0.381244,22.932944,2.841737,2.835642,3.432301,5.542732,0.0,0.378003,4.5794,1.465733,1.776404,1.01778,4.044549,2.421249,4.334659,3.074508,0.496811,5.117662,4.744636,4.302275,2.5848750000000003,2.918559,8.437484000000001,12.012988,3.211789,8.378226,1.373366,8.4003,2.1599820000000003,1.725553,2.330102,1.138418,1.848596,2.921135,2.212148,1.17099,6.340062,0.351587,4.676705,3.686589,2.588622,3.81998,3.469803,2.238458,8.026519,3.888099,1.921643,1.679021,9.56571,4.836048,6.354178,1.701761,1.088274,7.347301999999999
MIMAT0002817,1,33.269716,27.67637,6.481141,83.984162,29.483017,10.869961,13.300167,28.10957,16.641738,8.69406,27.247432,11.139572,14.211226,5.59779,10.785458,12.452138,24.382459,14.86012,12.420267,56.294282,37.561714,28.825237,11.447302,19.700271,48.124911,48.368083,14.57658,33.202603,4.1200980000000005,12.600449,26.351781,12.510261,11.391612,12.522598,11.553727,10.223972,19.356287,20.297158,22.190216,11.602371,11.847653,23.348394000000003,11.217363,10.765399,21.204353,17.907664,13.692298,16.107838,6.245337,5.037064,23.914278,47.285798,17.650494,7.657926,18.500662,25.715557
MIMAT0002818,0,2.772477,9.319595,1.143731,3.408951,8.169992,1.417821,6.006526,10.689555,0.693406,1.1340089999999998,0.91588,0.586293,3.552807,1.5266699999999995,1.348182,2.075356,2.16733,4.099344,0.0,14.422502,2.7677050000000003,2.151137,0.369268,1.45928,3.749992,8.535544,2.717667,3.723656,1.373366,2.400085,10.367912,2.156941,1.812302,1.138418,0.924298,0.87634,2.765184,4.68396,0.0,0.351587,3.117804,3.686588,1.150498,0.347271,0.771068,1.98974,1.416444,2.777214,0.480411,0.559674,1.195714,5.910725000000001,3.530099,1.701762,1.088274,1.836826
MIMAT0002819,1,86.954944,63.260272,103.698253,92.66149,38.008225,104.918752,55.34585,47.509135,132.440505,65.772442,46.480914,22.865439,59.95361,203.55602,255.480531,63.99015,53.099578,16.141165,164.44435,61.877186,149.85147,111.428904,32.864833,170.006045,241.249545,125.820243,120.318539,59.888807,157.250411,16.200579,25.055791,73.336016,95.2753,174.177949,43.90416,54.040993,33.735245,67.917415,349.055631,43.245203,65.162098,42.702982,56.662063,73.96870999999999,40.095506,72.87424299999999,220.965364,609.875993,24.981349,62.123795,66.959977,325.627184,138.379868,53.605479,42.986833,257.61478700000004
MIMAT0002820,1,58.726091,89.806993,24.780834,165.798987,52.216908,46.788092,57.062002,72.847339,65.180144,215.839444,131.19982000000002,52.180103,60.397711,26.462282,71.453658,52.921582,73.68921100000001,26.645733,53.655558,77.695414,71.96033599999998,51.197063,99.702298,62.749014,73.749861,67.335957,53.118043,92.470799,41.200981,38.401374,61.343491,50.903822,71.974277,55.78248,63.314421,34.469390000000004,54.750641,74.162694,101.440992,33.049181000000004,55.185125,72.195689,79.959663,102.444927,105.2507,41.784551,101.039716,103.312326,48.521466,40.296515,66.95997600000001,73.615387,64.953814,108.06184,43.53097,117.556838
MIMAT0002821,1,7.813343,17.791951,3.812436,13.325902,17.050420000000003,15.596031,16.30343,19.399562000000003,22.188985,26.46018,14.883051,14.364186,25.313747000000003,11.195581,4.044547,15.565172,11.920312,8.967314,13.413889,24.192584,8.698502,9.895232,15.509247,10.579776,9.374981,4.425838,4.694153,12.722493,29.527369,10.800386,22.89581,4.745273,11.650513,15.937852,12.478025,11.976652,12.16681,28.494088,5.63561,16.52459,21.824626,19.661806,13.805985,21.183527,11.566011,8.953832,4.249333,8.887082000000001,21.618474,10.074129,14.946423,2.686693,7.060197,73.175733,20.677212,11.939364
MIMAT0002823,0,0.252043,0.282412,0.381244,0.0,0.0,0.0,0.0,0.0,0.693406,1.512011,0.45794,0.293147,0.0,1.5266699999999995,1.685229,0.345893,0.0,0.0,0.0,0.465242,1.581545,0.430227,0.0,1.45928,0.937498,2.212919,0.494122,0.62061,0.0,0.0,0.0,0.0,0.7767000000000001,0.0,0.462149,0.0,1.659111,0.0,1.408903,0.351587,0.62356,0.307216,0.287625,0.0,0.0,0.0,0.0,0.555443,0.0,0.0,1.195714,1.612017,0.70602,0.0,0.0,1.377619
MIMAT0002830,0,0.252043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378003,0.0,0.0,0.0,0.50889,0.337046,0.345893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312499,0.316131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.276836,0.0,0.0,0.0,0.0,0.352226,0.0,0.31178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.074677,0.0,0.0,0.0,0.0
MIMAT0002833,0,0.504087,0.282412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378003,0.0,0.293147,0.0,0.0,0.337046,0.345893,0.0,0.0,0.496811,0.465242,0.0,0.0,0.0,0.72964,1.562497,1.264525,0.0,0.310305,0.0,0.600021,0.0,0.431388,0.0,0.0,1.848596,0.0,0.0,0.0,0.352226,0.351587,0.0,0.0,0.0,0.0,0.0,0.497435,0.0,0.0,0.0,0.559674,0.597857,0.0,0.0,0.0,0.0,0.0
MIMAT0002834,0,1.008173,0.282412,0.381244,0.619809,0.0,0.945214,0.0,1.583638,0.693406,1.890013,0.22897,0.586293,0.444101,0.50889,1.685228,0.0,0.541832,0.256209,1.490433,0.465242,0.395386,0.430227,0.369268,1.459279,1.874996,0.948394,0.741182,0.310305,0.0,0.0,0.431996,0.0,1.035601,4.553672,0.924298,0.584227,0.553037,0.0,0.704451,0.351587,0.935341,0.0,1.150499,0.0,0.385534,0.248718,0.472148,0.555443,0.0,0.559674,2.391428,0.0,0.0,1.701761,0.544137,0.0
MIMAT0002835,0,0.75613,1.694472,0.381244,2.169333,0.0,3.308249,1.287114,0.791819,2.080218,3.780026,0.68691,2.052028,1.776403,2.54445,5.055685,0.345893,0.541832,0.512418,2.980865,0.930484,0.395386,0.430227,1.84634,2.55374,2.812494,5.374230000000001,1.235303,0.310305,2.060049,0.0,0.0,0.431388,2.071203,3.415254,6.932236,0.584227,0.0,1.17099,3.874482,0.0,2.806023,0.614432,1.725748,1.041813,3.855336,0.994871,0.472148,1.6663290000000002,1.921643,0.0,1.793571,1.612016,1.412039,2.552642,0.0,4.132857
MIMAT0002838,0,0.504086,0.564824,0.0,0.929714,0.0,0.472607,0.429038,0.0,0.693406,1.5120109999999998,0.22897,0.0,0.0,0.0,0.337046,0.0,0.0,0.0,0.0,0.465242,0.0,0.430227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863993,0.862776,0.0,0.0,0.0,0.292113,0.0,0.0,1.056677,0.0,0.0,0.0,0.287625,0.0,0.385534,0.248718,0.0,1.110885,0.0,0.0,1.195714,0.0,0.70602,0.850881,0.0,0.459206
MIMAT0002841,0,0.504087,0.847236,0.0,0.309905,0.0,0.945214,0.0,0.0,0.0,1.890013,0.45794,0.0,0.0,0.0,0.337046,0.0,0.0,0.0,0.496811,0.465242,0.0,0.0,0.0,0.0,0.624999,0.316131,0.494121,0.0,0.0,0.0,0.0,0.431388,0.2589,0.0,0.0,0.0,0.0,0.0,0.352226,0.0,0.0,0.921647,0.0,0.0,0.0,0.0,0.0,0.555443,0.960821,0.0,0.597857,0.0,0.0,0.850881,0.0,0.0
MIMAT0002844,0,0.252043,0.0,0.0,0.619809,0.0,0.472607,0.0,0.0,0.0,0.0,0.22897,0.293147,0.0,0.0,3.707502,0.0,0.541832,0.0,0.993621,0.465242,0.395386,0.0,0.0,0.72964,2.812495,2.845181,0.494121,0.310305,0.686683,0.0,0.0,0.0,0.0,1.138418,0.0,0.292113,0.0,0.0,3.170032,0.0,0.623561,0.921647,0.287625,0.0,1.927668,0.0,0.0,0.0,0.0,0.0,1.793571,2.149354,0.0,0.0,0.0,2.755239
MIMAT0002849,0,0.252043,0.0,0.0,0.0,0.0,0.0,0.429038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465242,0.0,0.0,0.0,0.0,0.0,0.632263,0.0,0.0,0.0,0.600021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002852,0,0.252043,1.6944720000000002,0.0,0.929714,0.0,0.0,0.0,0.791818,0.0,1.512011,0.22897,0.293147,0.888202,0.50889,4.044547,0.0,0.541832,0.0,0.0,0.0,2.372318,0.0,0.738536,1.45928,7.187485000000001,3.793575,1.729425,0.0,0.0,1.200042,0.0,0.0,0.2589,0.0,0.0,0.292113,0.553037,0.0,2.1133550000000003,0.0,0.31178,0.921647,1.150499,0.694542,0.771067,0.497435,0.0,0.555443,0.0,0.0,1.793571,2.149355,0.70602,0.0,0.544137,1.836825
MIMAT0002857,0,0.252043,1.6944720000000002,0.0,0.929714,0.0,0.0,0.0,0.791818,0.0,1.512011,0.22897,0.293147,0.888202,0.50889,4.044547,0.0,0.541832,0.0,0.0,0.0,2.372318,0.0,0.738536,1.45928,7.187485000000001,3.793575,1.729425,0.0,0.0,1.200042,0.0,0.0,0.2589,0.0,0.0,0.292113,0.553037,0.0,2.1133550000000003,0.0,0.31178,0.921647,1.150499,0.694542,0.771067,0.497435,0.0,0.555443,0.0,0.0,1.793571,2.149355,0.70602,0.0,0.544137,1.836825
MIMAT0002862,0,0.252043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930484,0.0,0.0,0.0,0.0,0.0,1.264525,0.0,0.0,0.686683,0.0,0.0,0.0,0.0,0.0,0.0,0.292113,0.0,0.0,0.352226,0.0,0.0,0.0,0.287625,0.0,0.0,0.0,0.0,0.0,0.0,0.559674,0.0,0.0,0.0,0.0,0.0,0.459206
MIMAT0002866,0,0.252043,0.0,0.0,0.0,0.0,0.0,0.429038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312499,0.316131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459206
MIMAT0002871,1,230.871677,135.557724,166.603445,141.62642499999998,149.546386,255.680382,264.716205,193.995638,134.520723,126.630845,58.158384,102.894471,303.764955,342.991897,129.088449,222.063112,122.454131,204.45475800000003,188.788076,255.883101,153.40994899999998,117.021862,140.321753,197.367536,190.624642,214.969258,106.483144,188.354949,210.125004,100.803607,213.40623,166.947284,108.220318,203.776816,124.780247,111.295239,171.441403,113.195691,111.655535,178.957797,166.802499,144.08416400000002,93.765648,79.525045,81.347609,111.922898,110.010533,212.734521,179.19313300000002,104.099332,89.67853899999999,378.823703,151.088223,249.308023,184.462489,136.843507
MIMAT0002872,0,1.008173,1.694472,1.524975,1.239618,0.710434,0.0,1.287114,0.395909,0.0,1.1340089999999998,1.37382,1.172587,1.332303,3.56223,1.348183,0.691786,1.6254970000000002,1.537254,2.484054,1.395726,1.97693,0.860454,0.369268,2.55374,1.562497,0.948394,0.247061,1.551524,2.060049,0.600021,0.0,1.725553,0.776701,4.553672,0.0,0.8763400000000001,2.212147,0.39033,1.056678,0.351587,0.31178,0.614432,1.438124,0.0,0.771068,0.248718,2.832889,3.332656,0.480411,1.679022,0.0,2.686694,3.5300990000000003,2.552643,1.088274,0.918412
MIMAT0002873,0,0.252043,0.564824,1.143732,0.0,0.0,0.0,0.0,0.0,0.0,0.756006,0.22897,0.0,0.888202,0.0,0.0,1.037679,0.541832,0.512418,0.0,0.0,0.0,0.0,0.369268,0.72964,0.937497,0.316131,0.494122,0.0,0.0,0.600021,0.431996,0.0,0.2589,0.0,0.462149,0.0,1.106074,0.78066,0.352226,1.406348,0.31178,0.307216,0.287625,0.0,0.385534,0.0,0.472148,0.555443,0.0,0.0,0.0,0.537339,0.70602,1.701762,0.544137,0.0
MIMAT0002874,0,4.284736,6.495474,0.762487,30.060751,21.313024,2.835642,9.867867,16.232287,3.467029,0.756006,7.55601,0.0,2.664605,2.54445,4.381593,4.150713,3.792827,6.149015,3.477675,20.005406,2.372319,0.860455,4.431213,3.648199,3.749993,7.271019,1.976486,9.92975,17.853758,1.200042,25.919784,0.0,1.035601,2.276836,1.386447,1.752681,2.765184,6.245279999999999,4.93116,0.351587,4.053145,9.523686,0.0,1.041813,6.16854,1.243588,0.472148,2.22177,0.960822,0.559674,2.391428,9.672095,0.0,1.701761,5.441371,2.755238
MIMAT0002875,0,2.26839,1.976883,1.143731,2.169333,0.355217,0.472607,2.574226,1.979547,1.386812,0.378003,0.45794,2.052027,1.332303,5.088900000000001,1.011137,0.345893,3.792827,0.512418,1.987243,1.860968,3.953863,0.430227,1.477072,1.45928,4.0624910000000005,0.948394,1.729425,0.310305,0.686683,0.600021,2.591978,2.156941,0.5178,0.0,0.462149,1.460566,2.212148,3.51297,3.522258,2.812696,2.806023,0.614432,1.438123,1.389084,1.542136,0.497435,2.832889,7.776197000000001,0.480411,1.119348,2.989285,3.224033,1.412039,0.850881,1.6324109999999998,2.755237
MIMAT0002876,1,41.335102,24.56984,27.830781,53.923411,22.378673,38.281167,27.458408,25.338205,45.071378,47.62832,36.864172,21.985999,45.298284,39.184532,45.501151,26.633737,27.633452,16.397375,33.78313,26.984036,52.191014,25.383417,34.711173,41.589463,46.249912,74.290846,30.388462,35.685039,21.287173,9.000321,37.151691,27.608854,45.307547,40.983048,34.661179,19.279489,22.674509,32.397388,54.594978000000005,23.907917,28.372013,27.649414,32.789215,44.10341,35.854632,22.384581,69.877935,93.869803,16.33396,15.111192,46.034984,69.854018,31.77089,30.631701,17.412387,73.013816
MIMAT0002878,0,0.252043,0.0,0.0,0.0,0.0,0.472607,0.429038,0.0,0.0,0.0,0.0,0.0,0.444101,0.0,0.0,0.0,0.541832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0002880,0,4.2847360000000005,6.7778860000000005,3.812436,7.747617,2.131302,7.561712,31.319745,9.105917,12.481304,3.0240210000000003,3.20558,4.983492,7.993816,1.01778,1.011137,6.571961,5.418324,2.818299,3.477674,5.582903999999999,2.372318,2.151136,3.692678,4.742658,0.937498,0.632262,4.200032,3.413352,4.1200980000000005,10.800386,8.207932,3.451107,3.624604,5.69209,9.242981,5.258043,4.424294,3.9033,0.704452,6.328566,7.794509000000001,8.60204,2.300998,2.083626,3.469803,3.233329,1.416444,1.110886,3.843284,1.679022,3.587142,1.612016,2.824079,17.868494,9.794468,5.05127
MIMAT0002881,0,2.5204310000000003,4.23618,1.524975,1.239619,5.328255,2.835642,8.580752,6.33455,4.160436,1.51201,4.5794,2.638321,6.217411,3.0533399999999995,2.359319,4.496606,3.250993,3.3307170000000004,5.464918,3.721936,2.372317,0.860454,6.277554,1.45928,2.499994,2.845182,2.717669,1.86183,5.493464,4.800169,3.887966,3.451105,2.847903,3.415254,5.083639,1.460566,3.318222,3.51297,2.113354,3.51587,1.247121,3.686589,4.601995,3.819981,3.084269,2.238459,4.72148,4.998985,4.804108,2.79837,2.391428,4.29871,2.11806,8.508807000000001,5.985507,2.755237
MIMAT0002883,0,0.504086,1.694472,1.143731,0.309905,0.0,1.890428,21.451882,1.187727,0.0,1.134008,0.68691,2.052028,1.776404,0.0,0.337046,4.8425,0.541832,2.818299,0.993622,2.32621,0.790772,0.0,1.477072,1.45928,1.249997,0.316131,1.235304,2.482438,1.373366,2.400084,3.887966,1.725553,1.0356,0.0,3.235043,1.460566,0.553037,1.56132,0.704452,1.054761,1.870681,0.921647,2.300998,0.347271,1.156602,0.248718,0.0,0.555443,0.0,1.679022,0.597857,1.074678,0.0,1.701762,3.808959,0.459206
MIMAT0002888,1,809.815172,558.3283700000001,706.825596,568.365122,437.982651,633.293368,604.513991,452.920423,608.116869,445.664975,338.18871899999994,424.476338,1016.990854,713.9727459999999,421.306942,519.876726,346.772764,371.503005,413.3465230000001,628.076703,474.06838,365.263092,389.208224,646.4607550000001,454.999146,593.6945089999999,278.931484,511.38213300000007,718.95712,309.611082,546.907465,506.88129,539.030382,726.3106600000001,490.802309,405.161411,605.575275,630.382895,339.897764,533.357522,661.90973,377.568092,448.98214,418.461477,335.414317,355.41738,474.981101,796.504714,516.921742,462.850252,334.20202,880.160603,457.500789,1485.637562,421.706282,384.81496
MIMAT0002890,0,4.788823,16.379891,0.762488,26.6518,9.590862,1.417821,5.577489,16.232287,7.627464,6.804046,10.07468,5.27664,3.552807,0.50889,2.696365,5.534283,2.709162,6.149016,2.484053,16.28347,3.558476,6.883639,6.646821,5.4722990000000005,5.624989,15.1743,3.70591,10.550359,0.686683,6.0002130000000005,18.575846,4.745272,4.142404,7.968926,2.772894,4.965928,4.424294,7.416270000000001,8.453415,1.406348,9.041631,9.216471,5.177245,9.029045,9.638344,6.964093,9.442964,8.331639,3.362875,1.679022,11.359283,12.358789,4.23612,3.403523,4.897233,3.2144440000000003
MIMAT0002891,0,0.252043,0.282412,0.762487,2.789142,1.065651,0.0,0.429038,0.791818,0.693406,0.378003,0.68691,0.586294,0.444101,0.0,3.707501,0.345893,1.083664,0.7686270000000001,0.496811,0.930484,3.558477,0.0,0.0,1.8241,1.874995,1.896788,0.494122,0.0,0.686683,0.0,0.431996,0.431388,0.5178,0.0,0.462149,0.292113,0.0,0.0,1.408903,0.0,0.31178,0.614432,0.57525,0.347271,0.0,0.994871,0.944296,0.555443,0.0,0.0,2.391428,2.149356,1.41204,2.552642,0.544137,4.132857
MIMAT0003150,1,16.130772,25.981898,15.630988,31.610274,25.220411,18.90428,17.161506000000003,24.942294,10.401088,57.456386,30.453012,13.1916,24.869647,6.615571,9.100231,17.986421,20.589632,9.99215,8.942593,28.845004,9.489274,12.046366,24.002406,18.240993,10.937479,18.019481,10.870669,27.306814000000003,16.480392,14.400513,27.215772,13.804425000000002,19.676422,13.661016,29.115391,12.268765,19.356289,21.077819,11.975674,11.953959,21.824624,25.806119,16.682233,20.836257,30.457162,17.907665,17.941632000000002,11.108853,11.529855,13.991846,14.348567,18.269513,7.060198,23.824658,11.42688,11.939366
MIMAT0003161,0,0.75613,2.541708,0.381244,4.338666,5.683472999999999,0.0,2.574225,1.979547,1.386812,0.756006,0.91588,2.052027,2.664604,0.0,1.011137,2.4212490000000004,2.709162,1.793463,0.496811,2.791452,0.0,0.0,2.215607,1.459279,2.187495,6.322625,0.247061,2.482438,5.493464,1.200042,1.727986,0.0,1.035602,0.0,1.848596,0.584226,1.659111,3.9033,0.352226,0.351587,0.935341,1.228863,0.575249,0.0,1.156601,0.994871,0.0,1.666328,0.480411,1.679021,0.597857,0.0,0.70602,1.701762,1.6324109999999998,0.918413
