id,label,type,module_id,connected_component_id,is_in_largest_component,betweenness_centrality,closeness_centrality,degree_centrality,redundancy_coefficient
HMCN1,HMCN1,Messenger RNA,0.0,0,1,0.0497701149425287,0.6853932584269663,0.4,1.0
DZIP1,DZIP1,Messenger RNA,1.0,0,1,0.0,0.5596330275229358,0.2,
FRZB,FRZB,Messenger RNA,0.0,0,1,0.0,0.5596330275229358,0.2,
RASGRF2,RASGRF2,Messenger RNA,2.0,0,1,0.0,0.5596330275229358,0.2,
KIT,KIT,Messenger RNA,1.0,0,1,0.0,0.5922330097087378,0.2,
EIF4E2,EIF4E2,Messenger RNA,1.0,0,1,0.0,0.5922330097087378,0.2,
ETS1,ETS1,Messenger RNA,1.0,0,1,0.0,0.5922330097087378,0.2,
SLC2A3,SLC2A3,Messenger RNA,2.0,0,1,0.0047986601333457,0.6421052631578947,0.4,1.0
TBC1D12,TBC1D12,Messenger RNA,0.0,0,1,0.0,0.580952380952381,0.2,
KEGG:04510,Focal adhesion,Pathway,4.0,0,1,0.2745334070210585,0.4933333333333333,0.3448275862068966,0.3333333333333333
KEGG:04390,Hippo signaling pathway,Pathway,4.0,0,1,0.2327472071410105,0.4683544303797468,0.2758620689655172,0.25
KEGG:05202,Transcriptional misregulation in cancer,Pathway,0.0,0,1,0.358545377438507,0.4805194805194805,0.3103448275862069,0.0555555555555555
KEGG:04151,PI3K-Akt signaling pathway,Pathway,3.0,0,1,0.2848970480200835,0.5211267605633803,0.4137931034482758,0.5
KEGG:05165,Human papillomavirus infection,Pathway,0.0,0,1,0.2385899374785768,0.5068493150684932,0.3793103448275862,0.5818181818181818
