file_id,case_id,tissue_type,sample_type,experimental_strategy,data_type,data_format
3f543d08-e293-4892-b2f2-810a937898c1,30ec8b1f-28c4-4f46-8a1b-a8d51e558c7d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
8d87fbd5-8ca7-4ff6-b8b1-79f098dbca9f,8d5fe6e8-d2cc-481f-a6a1-9cb6e7982cde,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
56dc7cfa-903d-413b-84f8-12a3279889cd,8d5fe6e8-d2cc-481f-a6a1-9cb6e7982cde,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
dc8d96ef-81eb-41c8-a486-02d107c1a137,c0892598-1f7b-4f23-9cd8-731f797753d5,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
cc7f30ec-5369-45ec-80cb-68534838a655,c0892598-1f7b-4f23-9cd8-731f797753d5,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9cbb73a5-7b3b-4559-a295-d4693ae6dee2,b3bb8fd6-ee54-4813-b042-2bbe70115382,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
a6bb8040-1156-4b6b-8fdd-e0b2fcf4809f,b3bb8fd6-ee54-4813-b042-2bbe70115382,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
01626fb9-a7f7-4324-97f2-ef2fee03f3c7,e6b79d7a-ed6b-459a-b040-d142616e7ab4,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
84df6b33-7f6a-496d-8cd7-f523b07fd0bb,e6b79d7a-ed6b-459a-b040-d142616e7ab4,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
aa9179e0-a44c-440a-a150-a9d5727579ea,d3a75976-67d3-40fa-9f6f-cf2a3d7b773c,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d5da7109-ec9b-45b4-ae60-1c3bf898c0e3,d3a75976-67d3-40fa-9f6f-cf2a3d7b773c,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c71bfebf-e152-4706-bd72-07103f936a85,2476dda9-da2a-4242-9642-b92b8b9b1c79,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
16f92138-89b8-44cb-a087-b940763c02f7,2476dda9-da2a-4242-9642-b92b8b9b1c79,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
3b9e620f-a661-4a1d-ac46-ab4c56a4b241,c462e422-eb8d-4daf-9897-2a9c6cbd783a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
4cf796e7-dd9e-45b9-8095-44b0e0555d17,c462e422-eb8d-4daf-9897-2a9c6cbd783a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
e5b0c2dc-c652-40a0-bb80-d7e87830b406,14267783-5624-4fe5-ba81-9d67f1017474,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
f7d07de5-5429-446e-8aec-e7e2c4cb4c6d,14267783-5624-4fe5-ba81-9d67f1017474,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a607c74a-4ed5-4e2b-bf5b-3cc9e3214335,d5d8e76e-2f2a-49bc-ba0a-d51283611b16,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
83eeba96-e3dc-44a3-846c-43dcc2ff9806,d5d8e76e-2f2a-49bc-ba0a-d51283611b16,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b0fc63c9-c4aa-4206-8636-47245f510cff,c5891c7a-fd24-4891-8f51-373967e4a6dd,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
eb05707c-be5a-4faf-ac42-7e5ca6af53e2,c5891c7a-fd24-4891-8f51-373967e4a6dd,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c55e6460-fea1-468e-951e-bf45bbddd7a6,d69e59a8-b10b-46f5-b859-b6c178d90506,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
a44c536a-f222-44e7-87f4-e63968b2017b,d69e59a8-b10b-46f5-b859-b6c178d90506,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
871b8cfb-cb30-40ed-9f4f-40c7baf47954,afb9418e-91eb-4db1-aacf-12bd946c9ba0,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
e24e6f7c-49c1-498e-b269-4bee014007af,afb9418e-91eb-4db1-aacf-12bd946c9ba0,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9189e175-f476-48b8-a192-9727ad0e872a,a5b44d66-c162-46b5-9df2-86305f0385c5,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
507952aa-23c0-4239-ae19-04d8f862acc2,a5b44d66-c162-46b5-9df2-86305f0385c5,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
68dec41b-fbcc-4f7b-9562-8ea51f3617e4,c85f080a-1075-41df-959f-1b514a11b3c4,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
cc7ea1eb-4947-4030-ace5-673e9441a9a8,c85f080a-1075-41df-959f-1b514a11b3c4,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
eb0619c2-7b8d-4513-a296-e910001cd0a9,9da462b0-93c2-4305-89f6-7199a30399a7,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
aa4bc249-100e-4cf6-8356-1dc96b7dbea9,9da462b0-93c2-4305-89f6-7199a30399a7,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
914d3584-13d3-4509-8701-9dc9a92145f8,c49e3b18-fd88-48f4-8b01-300692ceb367,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
ae2e0936-a225-491b-8361-3c20663768d9,c49e3b18-fd88-48f4-8b01-300692ceb367,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
fd7a6cfc-0ebe-4b79-b93d-d70b9bf533bc,f51af6db-2655-47fb-9ffc-83a503a728ea,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
32ae48df-7f72-479d-93b6-8ae2ebe1e531,f51af6db-2655-47fb-9ffc-83a503a728ea,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
73edea85-f978-4c99-b9c3-fda3ffc6a065,298a1710-deb4-4064-a0f2-da32d43aa217,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
11f6716f-198e-4ddd-8f35-2177f1b6569e,298a1710-deb4-4064-a0f2-da32d43aa217,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c5415243-f09a-4d9e-80d6-c1df7e6c9e3d,3144f1fb-4342-4079-bfe8-940da4bfd88e,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
7efb7266-28ee-41d3-912a-b0f67135216f,3144f1fb-4342-4079-bfe8-940da4bfd88e,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d12841a3-bb30-4068-84a9-1e71d3e4a223,f63722c1-a0bb-4bf9-8a10-1d76a8e1a0ba,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
00b13ccf-ad7c-4613-8366-7c583a399691,f63722c1-a0bb-4bf9-8a10-1d76a8e1a0ba,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
7f4749c7-725a-40d3-92a2-f745c94c75a1,d7195183-9fe4-4b17-bcfd-9367d2e539ce,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
7ff8696e-3809-4b96-9259-be654631d952,d7195183-9fe4-4b17-bcfd-9367d2e539ce,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
3782bc2e-5a29-4380-9b44-735ca1ac8896,f6ed684f-ee7a-496c-80d5-6eacd494d16a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
8e19027a-faf5-4f18-a23f-4fc0325ed416,f6ed684f-ee7a-496c-80d5-6eacd494d16a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c3ba1574-1df3-4ef6-9dbf-3176ee75556f,f72c1d69-da35-459f-8542-59bfd6c09c23,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
4c46a463-f0e3-4e19-ad95-5dab0231d1c6,f72c1d69-da35-459f-8542-59bfd6c09c23,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
1609b215-8d43-4764-a749-ba8d03cb49ed,e98b69bc-766a-485f-b5e8-9166b8d457b3,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
072cae2e-f4c1-4a3f-85e1-6f7e35a65108,e98b69bc-766a-485f-b5e8-9166b8d457b3,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
71ce6854-2231-48ad-ba1b-54bb4ec7d713,7e1673f8-5758-4963-8804-d5e39f06205b,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
dac284f7-3121-43b1-a210-8ea6113d3642,7e1673f8-5758-4963-8804-d5e39f06205b,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
0f0b1a31-1f88-40e0-bd25-320046de4970,e9f4f373-37a5-48ad-a1a0-b0d47820111a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
6ab4fc21-5a56-475e-84fe-ff08724120f2,e9f4f373-37a5-48ad-a1a0-b0d47820111a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
31e1dbf5-8c97-4e4d-a488-d6737ab304c2,bf88ddf5-a6d4-498c-bf7f-db9bfabff72d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d89ab176-7669-47d8-9a8f-9334d4928735,bf88ddf5-a6d4-498c-bf7f-db9bfabff72d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
0c763950-a82a-42f3-9d68-67be5e5380a8,eadb0562-2165-4adb-ad58-018e73f82780,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
04024f75-7405-4ccc-8976-91d0a3035b3a,eadb0562-2165-4adb-ad58-018e73f82780,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e2062079-ae4d-4655-850c-41600e336530,eafa45a4-2fd1-4fa3-860c-9d52ed382b7d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
99502a82-c77e-482b-8589-82d9ef82d5d1,eafa45a4-2fd1-4fa3-860c-9d52ed382b7d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
382047a4-54a9-412e-bfaf-aac8baf48726,eb2dbb4f-66b6-4525-8323-431970f7a64e,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
8fb0660c-fb39-47f0-8450-1f7abff3b656,eb2dbb4f-66b6-4525-8323-431970f7a64e,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
6a94d33d-a3eb-4d5a-9173-3f0b0c049b15,602083f0-18d9-48b6-a529-31e165c54b37,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
12c6b269-434e-4a18-aa93-844bc9c5eb4d,602083f0-18d9-48b6-a529-31e165c54b37,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
dcf2260b-c0bf-4f59-a4da-079a340b1e33,c5f00132-1c6b-4337-af6f-596c652665cc,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
2d1240f7-4d76-4364-87bc-943032f84702,c5f00132-1c6b-4337-af6f-596c652665cc,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
3f09ffc0-db54-4f87-b8e4-92c55f2045ea,eff2360e-399a-4167-ab2b-798e27bef739,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9e4b6ad6-99f7-4244-8f1b-20b7b36c457f,eff2360e-399a-4167-ab2b-798e27bef739,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
f2a4b38d-bfc0-4363-9a58-b5fa2af26ff3,a482fc4c-ff1d-46a0-a968-7df06422cc4b,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d6fbf4b2-a073-45cd-a63c-0b34ba0b5fd1,a482fc4c-ff1d-46a0-a968-7df06422cc4b,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
3a443790-5604-4dc4-b5b7-1e927435acd5,f05d314c-5ec5-4e2a-b785-9a702716f111,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
ec9437c2-dad0-471a-bd2c-faa61846af57,f05d314c-5ec5-4e2a-b785-9a702716f111,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
4c8d0d1a-dbd3-4124-8458-dfb61f61f11c,5c8983f2-9788-4dfa-971c-3ec457b6166e,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
8b2999ed-78b2-4ced-adf4-b7ffbfee4b7f,5c8983f2-9788-4dfa-971c-3ec457b6166e,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
6e112ec6-1791-4764-8a62-7ad4dfea2d3b,18d35983-ea6a-4b70-a209-9bef37595956,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ece77ba5-55bd-4937-80de-834b8e6c873b,18d35983-ea6a-4b70-a209-9bef37595956,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
37939d7d-074b-42b7-8d68-95a8afef4c38,18eb4dfc-556f-4bf3-a411-4780209ed1e0,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9adf1983-85b9-4ef6-aff4-dea772ff91a2,18eb4dfc-556f-4bf3-a411-4780209ed1e0,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5db109b6-dbfe-4ec8-8697-bb7fff5beb4b,68177e92-4784-45d9-af14-4ce0c00eae74,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
a1ed6dca-3f6a-4824-887b-70cadb2f720c,68177e92-4784-45d9-af14-4ce0c00eae74,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
4004cdd0-51fa-4330-bd03-5448f6c7b787,1a18974d-967c-4727-b42e-12ae7be66589,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
5d9329e4-070b-455b-aedf-a1cc9a7dfdc2,1a18974d-967c-4727-b42e-12ae7be66589,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
71b9896d-73fb-4f32-8e6e-e5d839095961,f2bbfa9d-9a9d-4f46-9fde-378e4c44e2ad,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a629c407-5141-454c-bb69-ba7e58d1febc,f2bbfa9d-9a9d-4f46-9fde-378e4c44e2ad,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
fee8a8f6-2ebb-4dff-b3f6-f2650de24139,02bf5203-f9cd-4c5a-97b4-e5584dc22325,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
051a1102-a815-4b39-b903-80d8b4a2348f,02bf5203-f9cd-4c5a-97b4-e5584dc22325,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
27f4c9d4-d6ba-4fea-9f0b-fb06066e69a8,a6edb6ca-ae9f-4da7-8ebe-92d83d2987fb,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
4d6a370d-5a30-4f34-b8ff-d4490afcec73,a6edb6ca-ae9f-4da7-8ebe-92d83d2987fb,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5b6828f2-4da6-49a4-a19c-569e089ff0b0,ab34a9a2-d72d-4106-94fb-118844b1b60b,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
66a33c82-2163-4817-b1d3-6afd1b34b2da,ab34a9a2-d72d-4106-94fb-118844b1b60b,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c23c8319-a199-41ff-9782-463333c4164a,9f80649b-a249-4fb5-97ad-059a30e13fea,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
9218f3a6-1ae1-4898-8be4-2335a204aae7,9f80649b-a249-4fb5-97ad-059a30e13fea,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
78805478-bf7a-4d7b-8c4f-15e334430efd,5580b21a-2cdb-4777-ad79-6e06654144f5,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
3d53785d-0e73-40d1-a6f5-644fe778417c,5580b21a-2cdb-4777-ad79-6e06654144f5,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
bc0a4326-63d2-4ec4-9af6-7b421aa8aa49,87e09544-eddb-473b-8617-212407ce644e,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
2b696fa6-f248-4acc-93c0-9387591b75e7,87e09544-eddb-473b-8617-212407ce644e,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
7facf64a-4732-48a9-a274-79b33a066377,f3ba71f9-25f3-4784-bf2d-3aa522a0cba8,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
fb32f0b1-4fb7-43d5-8091-dc13a1f6d9e8,f3ba71f9-25f3-4784-bf2d-3aa522a0cba8,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
1f9a9190-4157-457e-9794-a9217d2aa2f8,c2b104ee-f914-4e79-9e1b-56bf88157472,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
e5a1fc0c-20ec-46bf-bd88-7d231842e8e2,c2b104ee-f914-4e79-9e1b-56bf88157472,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
bc30ca6a-982b-4ba1-85a2-2e4adeba535a,d2f2560c-ec80-4fea-9474-c47a2e85ea95,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
62e7008b-f4ca-40e3-88b3-7354ba2585ac,d2f2560c-ec80-4fea-9474-c47a2e85ea95,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
cbaaa15f-9fc5-43a2-8025-9b7529f7d61b,d3b9d925-ae04-4721-8bfc-50b41225bc74,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
77e51e8b-b21e-458a-9d00-217baa96d771,d3b9d925-ae04-4721-8bfc-50b41225bc74,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
6b62d6dd-bb6f-4f39-9041-992c47b875f3,c3148e68-1739-4334-abda-1dcbc2166846,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
7e4b904e-cacd-4c36-a5ad-0923bec03578,c3148e68-1739-4334-abda-1dcbc2166846,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
eb166054-ff70-4a86-883b-9c25a7d2b0e5,c364e81c-eb1e-4870-ab37-9c661f5f2e3d,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
2e354ad2-e897-44e9-8c6f-341fc5d878ec,c364e81c-eb1e-4870-ab37-9c661f5f2e3d,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
055f6138-ea7a-468d-90c2-87a473486867,c632675e-e8af-43cd-8744-5be3754c1c14,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
4e515787-2cff-421d-8c77-f7bc35632c46,c632675e-e8af-43cd-8744-5be3754c1c14,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
4660cd29-08ac-452c-9bb8-10e9d9e906ab,d6f911b5-e895-43f8-8f86-0ac2f1bc6fae,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
fdb89f96-3def-4855-884d-15da0853dd3a,d6f911b5-e895-43f8-8f86-0ac2f1bc6fae,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
cb9d4ce8-c82d-450d-bcb2-e6a286cf1484,d7808cbc-4b8c-467b-b2c3-f48d05b9ecab,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
5b92e1c6-6265-46b5-bcf7-0c0bafe6f390,d7808cbc-4b8c-467b-b2c3-f48d05b9ecab,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
0fe319f2-7a4f-4732-a488-f96c9db8a0dd,d7ce6b79-f7c0-481e-9dbd-6273f01c9786,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
65bc2a34-2355-4193-b20e-439f2d7f6df2,d7ce6b79-f7c0-481e-9dbd-6273f01c9786,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
5fcd0660-3e77-4a56-af19-01045301708c,caa9b533-24b4-4ecd-9159-c165de049f6a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
830c13a4-a08e-4709-81cc-2f41bc4b978d,caa9b533-24b4-4ecd-9159-c165de049f6a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
fbb3ab9c-1f19-4f31-bfb7-bb439717549b,c710f4ab-fbd9-42ed-95d4-4e6d51207f38,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
280141da-fd54-4901-bc15-5d106c56fb23,c710f4ab-fbd9-42ed-95d4-4e6d51207f38,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
35f78d43-917b-4a7b-b992-d004056a370f,da840a22-8d30-4682-bbd0-8fa87bd40528,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
dd4fcd4e-4c66-47b2-80a1-1d7aba2d0b4c,da840a22-8d30-4682-bbd0-8fa87bd40528,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
069ed9fe-e992-43e8-993f-05bb474ace15,db4bc6aa-2e7d-4bcb-8519-a455f624d33b,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c7aeba7e-b78e-4586-a4dd-8a04cc440737,db4bc6aa-2e7d-4bcb-8519-a455f624d33b,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
2faa9332-e577-4884-94e4-b895827db8b6,a824b3bd-34d5-4cc1-a92f-f9d6ac0f1814,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
9e44b206-f1ff-4285-9dea-c848c7f47e9c,a824b3bd-34d5-4cc1-a92f-f9d6ac0f1814,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
a3337105-df27-4bab-8051-3cfd830e35dc,b5b99291-507e-4b68-a039-9a0f571f55df,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
b5994562-8eab-43a5-9846-cd3916a9260f,b5b99291-507e-4b68-a039-9a0f571f55df,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
fcb1b40a-85c0-498c-881e-7161edcf39e6,dba9beec-5e51-48c0-9229-0ee286a02a1a,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
8b4d83e5-198c-4290-ad6a-78f962132f13,dba9beec-5e51-48c0-9229-0ee286a02a1a,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
8d558ae5-f3a1-49fa-aa44-5abc6244b57a,dbb2da92-99dd-400c-bc05-e87d7273656c,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
449981a9-490d-49b9-81f4-8bdea23131b2,dbb2da92-99dd-400c-bc05-e87d7273656c,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2ce2b916-b768-424c-a57b-96ab4a77276e,ad7fcc89-82a3-48aa-8461-581c1a857677,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b5d660fd-da9a-44b3-8ccf-b7777ffefca2,ad7fcc89-82a3-48aa-8461-581c1a857677,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
b0db14c6-8cc3-4950-8ce9-fac9d5e6d666,dc15a8ae-991e-421c-bc70-70e94f79dd17,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
03891509-3109-450d-8564-77b024a6128e,dc15a8ae-991e-421c-bc70-70e94f79dd17,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
8a7fe670-bcef-4fcb-9759-9892ff5f4f61,92b5de82-0221-4df1-8094-80f40c0bb4fa,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
3e4b3c1f-cbb8-487f-9c9e-01291970ade3,92b5de82-0221-4df1-8094-80f40c0bb4fa,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c1778b3c-5649-4e26-b937-fd00ffd58387,dcfd0b1d-5707-44a6-b225-5e8f7cea5ca1,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
d72da257-f34f-4efa-b698-aecfc2702e8b,dcfd0b1d-5707-44a6-b225-5e8f7cea5ca1,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
54600389-6de5-44ce-ada1-8a8508b50980,128d198e-9b22-427c-90db-3714455f3a17,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
06dd8f8a-0c1b-4cbb-b66f-4e38230236d7,128d198e-9b22-427c-90db-3714455f3a17,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
39b28d5e-fc51-4dfc-bcbe-0285c3bad830,0bc5744c-5fa3-45bb-87d0-70a02068b392,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
27ec5c6e-6119-474a-bb61-8d1310d1551b,0bc5744c-5fa3-45bb-87d0-70a02068b392,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
48fdfc18-781e-45f2-ac69-6ab2fc773513,cf0e7e4e-b857-4db5-9ae2-551a899f77be,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
6a40f728-eee2-4777-a8e0-67fd6f9f7927,cf0e7e4e-b857-4db5-9ae2-551a899f77be,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
0d669e80-cb31-4afb-bd3f-07d69f10eb3f,0c23c380-363c-474d-b64c-b47f612a8225,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
b1e9cb2b-97ea-46b0-8d25-281843c50161,0c23c380-363c-474d-b64c-b47f612a8225,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
2cfde9cb-f746-4f70-b21d-d00ccb8f4d9b,0e1d0d46-7a7b-4538-95dd-b9fc20a15aec,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
57a43ef5-102a-4cd9-833d-00a2daf4e56a,0e1d0d46-7a7b-4538-95dd-b9fc20a15aec,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
ff1f2f31-8607-4627-b487-c5e39e7c30f5,747083ff-0703-431b-aad4-f2adff739516,Tumor,Primary Tumor,RNA-Seq,Gene Expression Quantification,TSV
90d43b1a-edaa-4a07-8527-54f69ea47b95,747083ff-0703-431b-aad4-f2adff739516,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
c13e5279-5a75-4470-8e8d-ed07f5d290be,271e8024-a008-4bf0-9f6e-177f60096b1b,Tumor,Primary Tumor,miRNA-Seq,miRNA Expression Quantification,TXT
