source,target,mirtarbase,correlation,qvalue
hsa-miR-25-3p,PMEPA1,MIRT555525,-0.309,0.026
hsa-miR-130b-3p,SLC25A12,,-0.309,0.026
hsa-miR-30c-5p,MAP4K4,,-0.309,0.026
hsa-miR-15a-5p,SLC38A7,,-0.309,0.026
hsa-miR-146a-5p,ZNF37A,,-0.308,0.027
hsa-miR-34a-5p,BCL2,MIRT002298,-0.308,0.027
hsa-miR-98-5p,GPCPD1,,-0.308,0.027
hsa-miR-96-5p,TNS3,,-0.308,0.027
hsa-miR-155-5p,CPEB4,MIRT440899,-0.308,0.027
hsa-miR-223-3p,PLEKHA3,,-0.308,0.027
hsa-miR-299-5p,ESR1,,-0.308,0.027
hsa-miR-107,CALU,MIRT102436,-0.308,0.027
hsa-miR-186-5p,RILPL1,,-0.308,0.027
hsa-miR-96-5p,RFTN1,,-0.308,0.027
hsa-miR-106b-5p,ANO6,,-0.308,0.027
hsa-miR-22-3p,ASB14,,-0.308,0.027
hsa-miR-26b-5p,MTPN,,-0.308,0.027
hsa-miR-106b-5p,GIT2,,-0.307,0.027
hsa-miR-34a-5p,MYRIP,,-0.307,0.027
hsa-miR-18a-5p,JADE2,,-0.307,0.027
hsa-miR-502-3p,ATXN1,,-0.307,0.027
hsa-miR-181b-5p,JADE2,,-0.307,0.027
hsa-miR-143-3p,CYB561D1,,-0.307,0.027
hsa-miR-106b-5p,FNDC3B,,-0.307,0.027
hsa-miR-708-5p,NOL4L,,-0.307,0.027
hsa-miR-34a-5p,USP31,,-0.307,0.027
hsa-miR-33a-5p,RBM33,MIRT102991,-0.307,0.027
hsa-miR-200c-3p,RPS6KA3,,-0.307,0.027
hsa-miR-27b-3p,CDC42BPB,,-0.307,0.027
hsa-miR-222-3p,CPEB3,,-0.307,0.027
hsa-miR-501-3p,SLC25A26,,-0.307,0.027
hsa-miR-205-5p,MINDY2,,-0.307,0.027
hsa-miR-454-3p,ALX4,,-0.306,0.027
hsa-miR-25-3p,ENTPD4,,-0.306,0.027
hsa-miR-32-5p,RBFOX2,MIRT028355,-0.306,0.028
hsa-miR-502-3p,SLC25A26,,-0.306,0.028
hsa-let-7g-5p,STX17,,-0.306,0.028
hsa-let-7b-5p,SENP5,,-0.306,0.028
hsa-miR-20b-5p,HS3ST5,,-0.306,0.028
hsa-miR-134-5p,RPAP2,,-0.306,0.028
hsa-miR-200a-3p,MEIS2,,-0.306,0.028
hsa-miR-27a-3p,AFF3,,-0.306,0.028
hsa-miR-27b-3p,SETD7,,-0.305,0.028
hsa-miR-378a-3p,GOLT1A,MIRT734396,-0.305,0.028
hsa-miR-200c-3p,NEGR1,,-0.305,0.028
hsa-miR-193a-3p,ETV6,,-0.305,0.028
hsa-miR-27b-3p,ZBTB37,MIRT739469,-0.305,0.028
hsa-miR-148a-3p,MGAT5,,-0.305,0.028
hsa-miR-25-3p,HEG1,,-0.305,0.028
hsa-miR-98-5p,EOGT,,-0.305,0.028
hsa-miR-374c-5p,ATXN1,,-0.305,0.028
hsa-miR-27b-3p,BBX,,-0.305,0.028
hsa-miR-27b-3p,RCOR3,,-0.305,0.028
hsa-miR-186-5p,CEP41,,-0.305,0.028
hsa-miR-106b-5p,ATXN1,MIRT441140,-0.305,0.028
hsa-let-7g-5p,PAWR,,-0.305,0.028
hsa-miR-374b-5p,NCKAP1,,-0.305,0.028
hsa-miR-24-3p,CHIC1,,-0.304,0.028
hsa-miR-24-3p,DALRD3,,-0.304,0.028
hsa-miR-33a-5p,MAP3K7,,-0.304,0.028
hsa-miR-33a-5p,MSRB3,,-0.304,0.028
hsa-miR-193b-3p,KCNJ2,,-0.304,0.028
hsa-miR-27b-3p,SPRY2,,-0.304,0.028
hsa-miR-23b-3p,VRK3,,-0.304,0.028
hsa-miR-106a-5p,TMEM167A,,-0.304,0.028
hsa-let-7g-5p,TMEM251,,-0.304,0.028
hsa-miR-223-3p,MSI2,,-0.304,0.028
hsa-miR-34a-5p,PDE7B,,-0.304,0.028
hsa-miR-25-3p,JPH2,,-0.304,0.028
hsa-miR-148a-3p,STOX2,,-0.304,0.028
hsa-miR-27b-3p,CREB1,MIRT054313,-0.304,0.028
hsa-let-7f-5p,TMEM251,,-0.304,0.028
hsa-miR-200c-3p,KLF12,,-0.304,0.028
hsa-miR-32-5p,DKK3,,-0.303,0.029
hsa-miR-30d-5p,KCNJ15,,-0.303,0.029
hsa-miR-27b-3p,AFF3,,-0.303,0.029
hsa-miR-222-3p,ERBB4,,-0.303,0.029
hsa-miR-148a-3p,HIF1AN,,-0.303,0.029
hsa-miR-449a,TMEM184B,,-0.303,0.029
hsa-miR-33a-5p,ZNF281,MIRT500394,-0.303,0.029
hsa-miR-106b-5p,CCND2,MIRT005862,-0.303,0.029
hsa-miR-30e-5p,SLC38A7,MIRT726529,-0.303,0.029
hsa-miR-193b-3p,TCF4,,-0.303,0.029
hsa-miR-30b-5p,TPM4,,-0.303,0.029
hsa-miR-34a-5p,RORA,,-0.302,0.029
hsa-miR-141-3p,WIPF1,,-0.302,0.029
hsa-miR-16-5p,SH3BGRL2,,-0.302,0.029
hsa-let-7g-5p,POLR3D,MIRT123980,-0.302,0.029
hsa-miR-146b-5p,BTG2,,-0.302,0.029
hsa-miR-34a-5p,ATXN7,,-0.302,0.03
hsa-miR-30d-5p,RNF122,MIRT726732,-0.302,0.03
hsa-miR-34a-5p,YY1,MIRT004045,-0.302,0.03
hsa-miR-125b-5p,CDS2,,-0.302,0.03
hsa-let-7d-5p,PDE12,MIRT120920,-0.302,0.03
hsa-miR-200b-3p,WIPF1,,-0.302,0.03
hsa-miR-15b-5p,LAMC1,MIRT474319,-0.302,0.03
hsa-miR-330-3p,SEPTIN11,,-0.302,0.03
hsa-miR-22-3p,ZNF740,,-0.302,0.03
hsa-miR-106a-5p,GNS,MIRT135795,-0.301,0.03
hsa-miR-33a-5p,HIPK1,,-0.301,0.03
hsa-miR-222-3p,C18orf25,MIRT437678,-0.301,0.03
hsa-miR-330-3p,ADGRL2,,-0.301,0.03
hsa-miR-128-3p,KIRREL1,,-0.301,0.03
hsa-miR-200b-3p,GRAP2,,-0.301,0.03
hsa-miR-33b-5p,RIC1,,-0.301,0.03
hsa-miR-33a-5p,DDX3X,,-0.301,0.03
hsa-miR-29c-3p,KIRREL1,,-0.301,0.03
hsa-let-7d-5p,CALU,MIRT123316,-0.301,0.03
hsa-miR-30b-5p,SAMD4A,,-0.301,0.03
hsa-let-7g-5p,AFF2,,-0.3,0.03
hsa-miR-339-5p,DAAM2,,-0.3,0.03
hsa-miR-30b-5p,TMTC3,,-0.3,0.03
hsa-miR-205-5p,RAB11FIP1,MIRT505979,-0.3,0.03
hsa-miR-222-3p,PANK3,MIRT046819,-0.3,0.03
hsa-miR-378a-3p,ALS2,,-0.3,0.03
