miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-128-1	hg38:chr2:135665446-135665467:+	1174	122.492836	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665446-135665468:+	146	15.233351	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665447-135665463:+	2	0.208676	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665447-135665465:+	18	1.878084	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665447-135665466:+	102	10.642478	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665447-135665467:+	96	10.016450	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665447-135665468:+	2	0.208676	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665448-135665465:+	2	0.208676	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665448-135665466:+	60	6.260281	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665448-135665467:+	40	4.173521	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665448-135665468:+	7	0.730366	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665449-135665465:+	2	0.208676	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665449-135665466:+	27	2.817127	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665449-135665467:+	5	0.521690	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665449-135665468:+	6	0.626028	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665450-135665466:+	7	0.730366	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665450-135665467:+	1	0.104338	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665450-135665468:+	1	0.104338	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665451-135665466:+	4	0.417352	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665451-135665467:+	1	0.104338	N	mature,MIMAT0000424
hsa-mir-128-1	hg38:chr2:135665452-135665466:+	3	0.313014	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744526-35744547:+	5	0.521690	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744542:+	3	0.313014	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744544:+	1	0.104338	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744545:+	46	4.799549	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744546:+	196	20.450252	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744547:+	1930	201.372379	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744548:+	38	3.964845	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744527-35744549:+	2	0.208676	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744528-35744544:+	1	0.104338	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744528-35744545:+	1	0.104338	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744528-35744546:+	15	1.565070	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744528-35744547:+	103	10.746816	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744528-35744548:+	1	0.104338	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744529-35744545:+	2	0.208676	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744529-35744546:+	7	0.730366	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744529-35744547:+	51	5.321239	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744530-35744547:+	19	1.982422	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744530-35744548:+	2	0.208676	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744531-35744547:+	5	0.521690	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744532-35744547:+	2	0.208676	N	mature,MIMAT0000424
hsa-mir-128-2	hg38:chr3:35744533-35744547:+	3	0.313014	N	mature,MIMAT0000424
hsa-mir-1284	hg38:chr3:71542038-71542058:-	4	0.417352	N	mature,MIMAT0005941
hsa-mir-1284	hg38:chr3:71542039-71542060:-	9	0.939042	N	mature,MIMAT0005941
hsa-mir-1284	hg38:chr3:71542040-71542059:-	1	0.104338	N	mature,MIMAT0005941
hsa-mir-1287	hg38:chr10:98395232-98395253:-	1	0.104338	N	mature,MIMAT0026738
hsa-mir-1287	hg38:chr10:98395233-98395253:-	1	0.104338	N	mature,MIMAT0026738
hsa-mir-1287	hg38:chr10:98395270-98395290:-	1	0.104338	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395270-98395292:-	13	1.356394	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395271-98395292:-	7	0.730366	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395272-98395291:-	1	0.104338	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395272-98395292:-	8	0.834704	N	mature,MIMAT0005878
hsa-mir-1287	hg38:chr10:98395273-98395292:-	1	0.104338	N	mature,MIMAT0005878
hsa-mir-1289-1	hg38:chr20:35454038-35454058:-	2	0.208676	N	unannotated
hsa-mir-129-1	hg38:chr7:128207876-128207893:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207876-128207894:+	4	0.417352	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207876-128207895:+	10	1.043380	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207876-128207896:+	113	11.790196	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207876-128207897:+	24	2.504112	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207876-128207898:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207876-128207899:+	9	0.939042	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207876-128207900:+	5	0.521690	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207877-128207896:+	11	1.147718	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207877-128207898:+	3	0.313014	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207877-128207899:+	2	0.208676	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207878-128207895:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207878-128207896:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207878-128207897:+	2	0.208676	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207879-128207896:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207879-128207899:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207880-128207895:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207881-128207896:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-1	hg38:chr7:128207918-128207939:+	1	0.104338	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207919-128207939:+	1	0.104338	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207919-128207940:+	5	0.521690	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207919-128207941:+	1	0.104338	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207920-128207938:+	1	0.104338	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207920-128207939:+	10	1.043380	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207920-128207940:+	3	0.313014	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207920-128207941:+	79	8.242704	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207921-128207941:+	7	0.730366	N	mature,MIMAT0004548
hsa-mir-129-1	hg38:chr7:128207922-128207941:+	1	0.104338	N	mature,MIMAT0004548
hsa-mir-129-2	hg38:chr11:43581408-43581425:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581408-43581426:+	3	0.313014	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581408-43581427:+	14	1.460732	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581408-43581428:+	115	11.998872	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581408-43581429:+	23	2.399774	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581408-43581430:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581408-43581431:+	10	1.043380	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581409-43581428:+	6	0.626028	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581409-43581430:+	2	0.208676	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581409-43581431:+	4	0.417352	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581410-43581427:+	2	0.208676	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581410-43581428:+	11	1.147718	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581410-43581429:+	2	0.208676	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581411-43581428:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581411-43581431:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581413-43581428:+	1	0.104338	N	mature,MIMAT0000242
hsa-mir-129-2	hg38:chr11:43581450-43581469:+	2	0.208676	N	mature,MIMAT0004605
hsa-mir-129-2	hg38:chr11:43581450-43581471:+	5	0.521690	N	mature,MIMAT0004605
hsa-mir-1291	hg38:chr12:48654491-48654517:-	1	0.104338	N	mature,MIMAT0005881
hsa-mir-1291	hg38:chr12:48654491-48654518:-	3	0.313014	N	mature,MIMAT0005881
hsa-mir-1291	hg38:chr12:48654492-48654518:-	1	0.104338	N	mature,MIMAT0005881
hsa-mir-1291	hg38:chr12:48654496-48654516:-	4	0.417352	N	mature,MIMAT0005881
hsa-mir-1291	hg38:chr12:48654496-48654517:-	4	0.417352	N	mature,MIMAT0005881
hsa-mir-1291	hg38:chr12:48654497-48654518:-	2	0.208676	N	mature,MIMAT0005881
hsa-mir-1291	hg38:chr12:48654498-48654517:-	1	0.104338	N	mature,MIMAT0005881
hsa-mir-1291	hg38:chr12:48654502-48654518:-	1	0.104338	N	mature,MIMAT0005881
hsa-mir-1292	hg38:chr20:2652779-2652798:+	2	0.208676	N	mature,MIMAT0005943
hsa-mir-1292	hg38:chr20:2652779-2652799:+	2	0.208676	N	mature,MIMAT0005943
hsa-mir-1292	hg38:chr20:2652779-2652800:+	2	0.208676	N	mature,MIMAT0005943
hsa-mir-1292	hg38:chr20:2652779-2652802:+	3	0.313014	N	mature,MIMAT0005943
hsa-mir-1292	hg38:chr20:2652779-2652803:+	2	0.208676	N	mature,MIMAT0005943
hsa-mir-1292	hg38:chr20:2652780-2652802:+	3	0.313014	N	mature,MIMAT0005943
hsa-mir-1292	hg38:chr20:2652780-2652803:+	2	0.208676	N	mature,MIMAT0005943
hsa-mir-1292	hg38:chr20:2652781-2652803:+	2	0.208676	N	mature,MIMAT0005943
hsa-mir-1292	hg38:chr20:2652782-2652802:+	1	0.104338	N	mature,MIMAT0005943
hsa-mir-1294	hg38:chr5:154347153-154347174:+	2	0.208676	N	mature,MIMAT0005884
hsa-mir-1295a	hg38:chr1:171101736-171101756:-	1	0.104338	N	mature,MIMAT0005885
hsa-mir-1295a	hg38:chr1:171101736-171101758:-	5	0.521690	N	mature,MIMAT0005885
hsa-mir-1295a	hg38:chr1:171101737-171101758:-	7	0.730366	N	mature,MIMAT0005885
hsa-mir-1295a	hg38:chr1:171101737-171101759:-	1	0.104338	N	mature,MIMAT0005885
hsa-mir-1295a	hg38:chr1:171101738-171101757:-	2	0.208676	N	mature,MIMAT0005885
hsa-mir-1295a	hg38:chr1:171101738-171101758:-	5	0.521690	N	mature,MIMAT0005885
hsa-mir-1295a	hg38:chr1:171101739-171101758:-	7	0.730366	N	mature,MIMAT0005885
hsa-mir-1295b	hg38:chr1:171101777-171101798:+	3	0.313014	N	mature,MIMAT0022294
hsa-mir-1295b	hg38:chr1:171101778-171101798:+	1	0.104338	N	mature,MIMAT0022294
hsa-mir-1296	hg38:chr10:63373009-63373031:-	2	0.208676	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373009-63373032:-	3	0.313014	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373009-63373033:-	9	0.939042	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373010-63373033:-	12	1.252056	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373011-63373030:-	5	0.521690	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373011-63373033:-	24	2.504112	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373012-63373030:-	1	0.104338	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373012-63373031:-	3	0.313014	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373012-63373032:-	12	1.252056	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373012-63373033:-	208	21.702308	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373013-63373030:-	1	0.104338	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373013-63373031:-	2	0.208676	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373013-63373032:-	1	0.104338	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373013-63373033:-	23	2.399774	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373014-63373033:-	13	1.356394	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373015-63373032:-	1	0.104338	N	mature,MIMAT0005794
hsa-mir-1296	hg38:chr10:63373015-63373033:-	6	0.626028	N	mature,MIMAT0005794
hsa-mir-1301	hg38:chr2:25328650-25328670:-	1	0.104338	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328650-25328671:-	15	1.565070	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328650-25328672:-	9	0.939042	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328650-25328673:-	31	3.234479	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328650-25328674:-	81	8.451380	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328668:-	2	0.208676	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328670:-	2	0.208676	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328671:-	2	0.208676	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328672:-	2	0.208676	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328673:-	30	3.130141	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328651-25328674:-	174	18.154816	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328670:-	3	0.313014	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328671:-	5	0.521690	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328672:-	2	0.208676	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328673:-	42	4.382197	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328652-25328674:-	217	22.641350	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328653-25328673:-	20	2.086760	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328653-25328674:-	99	10.329464	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328654-25328671:-	4	0.417352	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328654-25328673:-	13	1.356394	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328654-25328674:-	85	8.868732	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328655-25328673:-	6	0.626028	N	mature,MIMAT0005797
hsa-mir-1301	hg38:chr2:25328655-25328674:-	68	7.094985	N	mature,MIMAT0005797
hsa-mir-1303	hg38:chr5:154685788-154685808:+	2	0.208676	N	unannotated
hsa-mir-1303	hg38:chr5:154685788-154685809:+	1	0.104338	N	unannotated
hsa-mir-1303	hg38:chr5:154685789-154685810:+	1	0.104338	N	unannotated
hsa-mir-1303	hg38:chr5:154685789-154685811:+	4	0.417352	N	unannotated
hsa-mir-1304	hg38:chr11:93733727-93733748:-	5	0.521690	N	mature,MIMAT0005892
hsa-mir-1305	hg38:chr4:182169343-182169364:+	3	0.313014	N	mature,MIMAT0005893
hsa-mir-1306	hg38:chr22:20086072-20086090:+	1	0.104338	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086072-20086091:+	2	0.208676	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086072-20086092:+	19	1.982422	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086072-20086093:+	44	4.590873	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086073-20086093:+	5	0.521690	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086074-20086092:+	1	0.104338	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086075-20086093:+	2	0.208676	N	mature,MIMAT0022726
hsa-mir-1306	hg38:chr22:20086111-20086130:+	1	0.104338	N	mature,MIMAT0005950
hsa-mir-1306	hg38:chr22:20086111-20086131:+	4	0.417352	N	mature,MIMAT0005950
hsa-mir-1306	hg38:chr22:20086112-20086132:+	5	0.521690	N	mature,MIMAT0005950
hsa-mir-1307	hg38:chr10:103394298-103394321:-	2	0.208676	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394298-103394322:-	4	0.417352	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394318:-	1	0.104338	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394320:-	3	0.313014	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394321:-	17	1.773746	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394299-103394322:-	78	8.138366	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394317:-	4	0.417352	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394318:-	8	0.834704	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394319:-	11	1.147718	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394320:-	26	2.712789	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394321:-	148	15.442027	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394322:-	552	57.594587	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394300-103394323:-	1	0.104338	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394301-103394319:-	2	0.208676	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394301-103394320:-	2	0.208676	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394301-103394321:-	37	3.860507	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394301-103394322:-	111	11.581520	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394302-103394318:-	2	0.208676	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394302-103394319:-	2	0.208676	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394302-103394320:-	3	0.313014	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394302-103394321:-	9	0.939042	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394302-103394322:-	102	10.642478	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394303-103394321:-	2	0.208676	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394303-103394322:-	16	1.669408	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394305-103394321:-	2	0.208676	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394305-103394322:-	9	0.939042	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394307-103394322:-	1	0.104338	N	mature,MIMAT0005951
hsa-mir-1307	hg38:chr10:103394339-103394357:-	1	0.104338	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394339-103394360:-	1	0.104338	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394339-103394361:-	4	0.417352	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394340-103394360:-	1	0.104338	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394340-103394361:-	13	1.356394	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394341-103394357:-	2	0.208676	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394341-103394358:-	2	0.208676	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394341-103394360:-	5	0.521690	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394341-103394361:-	44	4.590873	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394344-103394360:-	2	0.208676	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394344-103394361:-	4	0.417352	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394345-103394361:-	1	0.104338	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394346-103394361:-	3	0.313014	N	mature,MIMAT0022727
hsa-mir-1307	hg38:chr10:103394362-103394380:-	1	0.104338	N	precursor
hsa-mir-130a	hg38:chr11:57641190-57641211:+	1	0.104338	N	precursor
hsa-mir-130a	hg38:chr11:57641212-57641233:+	37	3.860507	N	mature,MIMAT0004593
hsa-mir-130a	hg38:chr11:57641213-57641233:+	4	0.417352	N	mature,MIMAT0004593
hsa-mir-130a	hg38:chr11:57641251-57641270:+	1	0.104338	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641251-57641273:+	3	0.313014	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641269:+	5	0.521690	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641270:+	54	5.634253	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641271:+	299	31.197068	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641272:+	145	15.129013	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641273:+	435	45.387039	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641252-57641274:+	27	2.817127	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641253-57641271:+	23	2.399774	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641253-57641272:+	2	0.208676	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641253-57641273:+	48	5.008225	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641254-57641271:+	6	0.626028	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641254-57641272:+	6	0.626028	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641254-57641273:+	6	0.626028	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641255-57641271:+	1	0.104338	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641255-57641272:+	1	0.104338	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641255-57641273:+	1	0.104338	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641256-57641271:+	2	0.208676	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641256-57641273:+	4	0.417352	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641257-57641272:+	2	0.208676	N	mature,MIMAT0000425
hsa-mir-130a	hg38:chr11:57641257-57641273:+	3	0.313014	N	mature,MIMAT0000425
hsa-mir-130b	hg38:chr22:21653314-21653337:+	1	0.104338	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653315-21653334:+	1	0.104338	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653334:+	25	2.608451	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653335:+	43	4.486535	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653336:+	61	6.364619	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653337:+	342	35.683603	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653316-21653338:+	6	0.626028	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653317-21653334:+	1	0.104338	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653317-21653335:+	3	0.313014	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653317-21653336:+	1	0.104338	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653317-21653337:+	18	1.878084	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653318-21653335:+	1	0.104338	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653318-21653336:+	3	0.313014	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653318-21653337:+	3	0.313014	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653319-21653336:+	1	0.104338	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653321-21653337:+	1	0.104338	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653322-21653337:+	2	0.208676	N	mature,MIMAT0004680
hsa-mir-130b	hg38:chr22:21653354-21653372:+	9	0.939042	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653354-21653373:+	5	0.521690	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653354-21653374:+	17	1.773746	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653354-21653375:+	66	6.886309	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653355-21653375:+	2	0.208676	N	mature,MIMAT0000691
hsa-mir-130b	hg38:chr22:21653356-21653373:+	2	0.208676	N	mature,MIMAT0000691
hsa-mir-132	hg38:chr17:2049928-2049948:-	3	0.313014	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049928-2049949:-	8	0.834704	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049928-2049950:-	5	0.521690	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049944:-	2	0.208676	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049945:-	4	0.417352	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049946:-	7	0.730366	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049947:-	11	1.147718	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049948:-	39	4.069183	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049949:-	182	18.989520	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049950:-	3671	383.024872	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049929-2049951:-	5	0.521690	N	mature,MIMAT0000426
hsa-mir-132	hg38:chr17:2049930-2049948:-	2	0.208676	N	mature,MIMAT0000426
