accession_id,is_expressed,f3a7612e-35c3-43be-8f96-795874f8225c,3abbb570-87ad-44c5-b66d-141f63b0ca8b,dc300e50-f729-4d0e-8a33-606e95d91c95,a00a04b4-8de5-4f18-9dc2-531e21aa5167,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,557f6cb1-95e3-4c8c-b253-538a415b0d07,ed76d786-d744-4067-b288-5fe2dc06a310,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,37fb952c-2a89-4903-98b9-6f6d36743218,a576843f-a9f7-47cf-a52f-7f01066fa160,0f40e7fd-789f-49f7-a797-76bbe3c84f47,ddde9a13-c70c-464c-8066-65a88ab92dc7,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aef6b437-1da5-4f69-970b-977cdc9cd5c5,8ecef704-ed0f-4700-a34e-46a174033332,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,be8e6554-07ae-4ec2-8be0-8598556467c9,d7438c8a-6e39-4139-92e7-2aa05bae5d40,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,e83d4619-5e2b-4da7-8c05-93611ea76c85,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,f424bcaa-7212-4abc-8110-cff56b85c85a,e896f815-d8df-42cc-bdf6-04deb50f6c1a,85236a1e-2adb-459b-b868-b9486d9a285e,a4fc56a4-2493-451a-9b30-5aa38258bcce,6dc4e6bf-a8f6-4280-af19-5ed501969f01,7e975ee3-173d-4315-aacf-c201122d9868,52fed7ff-b663-4fc1-a294-57776659175a,d68e848a-5464-4471-88bd-3faf7e088d91,81ec1c9c-36c0-48e8-929a-8273d1d3febe,0f7a5400-3b1d-42d3-b47a-2979084bf616,8334ded1-3815-4766-8861-6fa8313fab6b,0895e2a3-5571-4ee2-b715-a424d0c9fec4,585f73db-7dc1-49d8-a601-f8d33b318a95,02fc7dd7-7e17-4930-8424-52173c33b29b,41cd380c-ab97-451e-80b7-3d9653a1e909,54fb48bb-ab47-4870-beb0-5713d15d8b58,415d3af2-fc41-43d5-b185-6a09946b9e84,265fa10b-9393-4c95-99a0-df47069deaac,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f,8f6d8863-21b1-4469-b233-21bb7c9b954c,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,86e3408b-76a3-4834-b85e-4d2a07677304,f4987886-cc3e-4423-84ae-84911abcd473,86b5eaae-717c-4806-be60-7ffcab935908,e351b00e-5462-4be5-a57c-162a9b7b996e,3be37b85-90eb-4f47-909a-8be730172d92,3d4b6861-2763-451d-ae0a-6a5adfc591ec,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,eaf6af76-2b28-4128-9371-a3d928d72370,d0982681-8799-412d-a868-81078e4a6560,a44df6fa-36a7-4500-90fd-d62baf48ef52,646eb67c-2e86-4f89-867f-78c31eff5fe0,91b36078-362b-4909-ac90-1b2d1ea4a545,aafbf8fb-290d-408e-b104-241b7d492895,ff79f645-81f1-4a3b-ae72-adc169f30143
MIMAT0002177,1,4.845579000000001,6.13063,28.511874,28.696244,16.000748,27.136202,5.1002860000000005,6.564624,6.2992170000000005,24.102999,11.871771,10.054428,49.940643,7.51125,27.253245,7.716113,7.941945,53.504733,18.058198,52.976599,43.380825,8.358064,34.358112,10.494519,7.513398,15.7234,19.840704,50.841382,32.418953,164.08427799999998,6.144912,8.876412,17.770401,5.6956050000000005,16.971665,4.227888,11.170355,7.468606,44.762736,32.188719,18.891854,2.743645,28.744708,26.956043,58.102376,9.309492,29.008973,42.267928,8.857021,9.671783,21.670172,35.466533,21.352446,0.998979,10.034741,39.631781
MIMAT0002807,0,3.230386,11.1466,1.326134,1.913083,3.692481,5.3508,4.371673,1.193568,0.699913,1.022552,5.087902,1.34059,,3.755625,7.432704,14.789218,4.235704,3.451918,1.530355,1.869762,1.571769,9.643921,2.290541,6.996346,1.252233,2.994933,8.680308,1.738167,4.364089,1.992927,3.84057,2.536118,2.221301,3.79707,,2.818592,1.981837,3.734304,8.663755,2.476055,4.595316,1.097458,1.249769,1.837912,1.926046,2.992337,9.669657,0.402552,2.95234,2.637759,2.198422,2.046147,4.448427,9.656791,2.112577,4.343209
MIMAT0002808,0,8.075966,6.13063,5.636068,13.39158,1.230827,4.5864,13.843633999999998,0.895176,2.099739,0.146079,16.959673000000002,4.021771,10.643087,4.694531,,11.574169,21.707984000000003,0.86298,3.366783,6.855795,13.202859,2.571712,3.722129,1.749087,3.339288,5.989866,11.160396,27.810671,0.623441,17.936338,1.536228,7.608352,2.961733,9.492674,0.737898,,0.900835,3.734303,21.65939,11.389854,7.148269,2.194916,4.999078,4.901098999999999,9.630228,5.652192,18.802112,9.661239,8.85702,5.275518,14.760841,8.866633,6.227797,0.332993,22.710203,4.88611
MIMAT0002809,1,356.95768400000003,858.288249,539.073368,754.711199,318.784141,415.833631,489.627474,233.640954,472.441275,278.572245,1609.472995,1114.030617,710.630806,669.440194,641.690032,569.063397,936.620098,308.946683,476.552801,907.45798,1187.628669,245.598515,446.08282,524.725963,783.89795,901.474928,833.929588,859.523524,433.915209,949.961604,284.586254,1519.13437,367.254932,2003.586965,343.860683,451.679458,135.305442,667.693354,863.006291,415.977291,899.150173,659.023242,982.944071,726.5879070000001,1157.232414,536.958187,982.007452,282.993842,1944.60819,489.743952,695.329916,374.444727,671.7123670000001,224.10415,533.4257240000001,741.602946
MIMAT0002810,0,1.615193,,0.331533,,2.461654,,,0.596784,0.699913,0.292158,0.847984,2.68118,0.818699,0.938906,2.477568,,,,0.306071,0.623254,0.628708,,0.572635,,0.417411,,,5.2145,0.623441,,0.384057,,,,,0.704648,0.360334,,1.443959,0.495211,0.510591,,0.624884,1.225275,0.963023,0.332482,,,,,0.62812,,0.889685,,,1.085802
MIMAT0002813,0,27.458283,17.834561,7.956802000000001,3.826165,13.539095,14.141401,26.230044,5.967839999999999,9.798782,14.753957,19.503624,15.41679,10.643088,24.411565,4.955135,5.787084,10.58926,6.040857,5.509281,12.465082,5.344015000000001,37.932755,6.298987,0.874543,4.17411,,3.10011,10.863543,8.104738000000001,1.992927,1.920285,6.340294,9.99585,5.062759,14.757968,2.113944,17.656368,9.709187,10.107714,10.399432,11.232994,1.646187,6.248849,17.153845999999998,8.346198,7.314601,29.008973,3.220413,10.825248,17.585061,231.148518,12.276877,3.558741,8.990805,10.034742,3.257406
MIMAT0002817,0,11.306352,7.24529,3.646867,,9.846615,6.115200000000001,31.330327,3.282312,5.599304,4.090207,18.655641,8.713837,13.917884,22.533752,12.38784,3.858055,12.707112,8.629797,5.203208,12.465081,7.230138,12.215633,2.863176,2.62363,5.008932,4.4924,4.960176,10.863543,7.481295999999999,8.636015,3.456513,13.948644,5.183033,7.594139,4.427389,6.341833,7.567014,3.734303,10.107713,8.418587,8.169450999999999,6.584746,6.56129,6.126373,9.630227,8.64453,16.116096,2.41531,3.936453,5.275518,140.699095,5.45639,10.676225,2.9969360000000003,3.69701,5.429011
MIMAT0002818,0,1.615193,1.67199,3.646867,,1.230827,2.2932,8.743347,0.596784,2.799652,1.899024,1.695968,2.681181,,5.633438,0.825856,1.929027,2.647315,2.588939,1.530355,2.493016,0.314354,,3.722131,,0.417411,,0.620022,0.869084,3.117207,3.985853,1.920285,1.268059,2.2213000000000003,0.632845,0.737898,0.704648,1.441336,2.240582,2.406599,2.476055,2.042363,0.548729,0.937327,3.675824,0.642015,1.662409,0.537203,0.805104,,3.517012,33.290411,5.456389,3.558741,0.332993,1.056289,2.171604
MIMAT0002819,1,82.37485,263.617104,75.921157,127.220011,43.078938,105.487208,197.453938,160.236516,198.075379,206.847562,162.81286400000002,104.566051,92.512995,149.28610400000002,323.73551100000003,50.154738,231.375343,321.028397,48.359243,191.962266,101.850635,295.746901,85.036329,67.339832,190.756848,58.40120000000001,64.482288,194.240151,52.369076,51.151779000000005,137.87647099999998,142.02258099999997,188.070066,65.183025,95.188901,83.14848,150.259304,138.916068,144.87724,226.311453,100.586363,271.072008,130.28851500000002,72.90384399999999,57.781372000000005,89.437618,191.781541,243.543774,42.316878,118.699161,221.7267,105.717547,457.29822100000007,102.561781,191.716372,78.720662
MIMAT0002820,1,17.767124000000003,8.91728,20.886606,8.608873,8.615787999999998,3.822,8.743347,17.008346,11.198608,12.708854,66.99071,12.065313000000002,18.01138,14.083594,16.517118,30.221445,26.473151,19.848532,21.118909,16.82786,29.549259,30.217618,16.033787,19.239952,7.513398,8.9848,17.980638,33.459712,19.326682,27.900971,8.065197,17.752823,14.808666,7.594139,8.116882,6.341833,19.638206,12.696631,29.841824000000003,28.722241,11.743585,25.241524,26.557611,15.315934000000002,19.260457,17.289056,53.72032,11.271448,13.777589,11.43029,8.165572,30.010142,15.12465,23.309495,18.48505,21.173143
MIMAT0002821,0,1.615193,16.16257,2.9838,11.478497,,22.932001,23.315591,42.670059,10.498695,16.652981,70.382644,5.362361,17.192681,13.144689,4.1292800000000005,62.37192,3.176778,19.848531,12.854988,16.204607,11.316737,42.433251,8.875848,4.3727160000000005,7.93081,11.979732,9.30033,5.214501,39.900249,5.314471,26.115877,7.608352,22.213001,24.680953,8.85478,1.409296,33.3309,4.481164,15.883552,10.894643,8.169451,72.432197,14.684796,9.189561,3.531085,7.314602,6.983642,95.404753,6.888794,7.034024,27.637319,4.092292,61.388282,54.943812,14.259896,16.829935
MIMAT0002823,0,1.615193,0.55733,1.326133,0.956541,,,,0.596784,,,,1.34059,2.456097,,1.651712,3.215046,,0.86298,0.306071,0.623254,0.628708,0.642928,,,,,,,0.623441,,,,1.851084,,,,,,,,0.510591,,0.312442,,0.321008,0.664964,,,0.984113,,,,,0.332993,,0.542901
MIMAT0002871,1,155.05854200000002,138.775178,113.384434,246.787693,246.165361,181.162812,636.0785490000001,199.325872,160.97999,179.969064,471.478919,264.76660300000003,239.060133,191.536886,484.777411,288.068251,193.783467,113.913303,383.813242,233.72029,350.190138,153.016875,244.515228,504.611468,190.756848,230.609865,328.611659,255.945075,243.142143,316.210997,118.67362,332.231391,209.172416,657.5258570000001,426.50531,209.985146,67.562635,430.1916910000001,379.761275,201.05569,395.197183,188.213966,256.202838,126.203295,199.024717,236.394594,202.525607,199.665639,280.472333,159.144802,220.156398,110.491887,477.760982,129.86718900000002,165.837303,337.684504
MIMAT0002874,1,1.615193,40.127762,7.293735,50.696697,2.461654,22.549801,10.929184,9.548545,4.199478,5.843152,32.223378999999994,94.511623,14.736583,23.472658000000003,8.258559,15.432227,22.76691,9.492776,23.567479,122.781059,28.291843,33.432258,10.021116999999998,35.856272999999995,20.870552000000004,51.6626,16.120572,10.863543,11.845386,69.08811700000001,31.108619,27.897292,5.553251,46.83052300000001,5.1652890000000005,26.07198,11.710857,23.152678,34.173702,11.389854,21.444808,7.682203,54.989878,20.217033,14.76635,20.281393,56.406336,6.038275,18.698155,6.154770999999999,9.107754,30.010143,21.352447,26.639424,2.112577,52.661409
MIMAT0002875,0,3.230386,1.67199,0.663066,1.913083,3.692481,3.0576000000000003,8.743347,1.193568,4.199478,0.730394,5.087903,0.670295,,15.022499,4.1292800000000005,3.215046,0.529463,2.58894,0.918213,2.493016,3.457892,,1.431588,13.118149,2.087055,,3.10011,5.214502,2.493765,,4.608684,,0.740433,2.53138,0.737898,,1.081002,17.924656000000002,2.887918,17.332387,0.510591,0.548729,0.937326,,0.642015,4.987229,4.297625,3.220414,4.920567,,0.628121,7.502535999999999,0.889685,3.662922,1.056289,1.085802
MIMAT0002876,1,19.382318,26.19451,12.598269,55.479403,8.615789,19.8744,57.560371,27.452064,30.796172,13.29317,223.867688,48.261255000000006,23.742273,85.440474,40.466941,73.94609,76.242675,18.122572,40.707463,28.669687,115.996553,64.935731,32.067573,153.04507199999998,8.765630999999999,22.461999,24.180858,94.730095,18.0798,31.222516,18.050679,55.794585,33.689717,51.260439,10.330577,15.502258,25.40355,15.684075,52.463853,27.236606,40.336662,94.381348,31.869131,12.252747,34.347815,71.483598,103.680216,123.180819,27.555176,29.015349,48.993433,36.83063,66.726396,43.622058,33.27309,17.372836
MIMAT0002880,0,1.615193,0.55733,1.326133,21.043912,2.461654,4.2042,0.728612,0.298392,6.99913,4.528442,11.871771,2.010885,92.512997,26.289377,1.651712,16.075237,2.647315,0.86298,3.060711,14.958098,0.943062,4.500496,2.29054,5.24726,13.357153,,4.340154,1.738167,11.845387,2.657236,2.688399,2.536118,31.838634,25.946641,3.689491,,8.828185,4.481164,2.406599,1.485633,4.084725,8.230932,9.373272,3.675824,3.531084,1.66241,2.686016,1.610208,6.888794,1.758506,0.31406,,,3.995914,2.640722,
MIMAT0002883,0,1.615193,0.55733,,17.217743,,3.0576,2.1858370000000003,0.596784,2.099739,0.438237,0.847984,2.010885,38.478856,20.655938,2.477568,10.28815,2.117852,0.86298,0.306071,6.855794,0.628708,1.285856,1.431589,0.874543,7.930809,,2.480088,1.738167,4.364088,1.328618,1.920285,3.804177,11.846935,16.453969,,,2.342171,,0.96264,,0.510591,3.292374,3.436864,1.225275,1.926047,0.332482,1.611609,0.805104,4.920566,1.758506,,,,0.998979,0.528144,0.542901
MIMAT0002888,1,235.818201,323.80874900000003,325.89737,645.665478,544.025444,478.514434,1021.514464,565.452887,389.85154100000005,604.474013,905.646555,657.5595870000001,677.882844,616.861442,884.4916669999999,859.7036870000001,515.167527,354.684598,909.031362,646.937764,853.156223,495.054597,696.324401,1296.947671,486.701283,424.531798,690.084484,776.526056,733.790524,581.270212,431.680094,555.409729,533.482211,1547.30579,670.011805,399.535495,307.905459,721.467313,859.6370569999999,680.915209,1122.2783000000002,432.398263,853.592884,512.777472,537.045724,483.096124,667.2063770000001,987.056754,926.050762,846.720694,887.534936,507.44422,1057.835769,288.371759,661.236638,744.317451
MIMAT0002891,0,1.615193,3.34398,0.9946,,1.230827,0.3822,5.100285,0.298392,0.699913,1.022552,1.695968,,2.456097,,,7.716113,3.176778,,0.306071,1.246508,3.143539,3.21464,,3.498173,2.087055,1.497466,0.620022,2.172709,2.493766,0.664309,2.304342,,1.851083,,0.737898,0.704648,0.900835,1.493722,,0.495211,1.531773,4.389831,1.562211,0.612637,1.284031,0.664964,3.223219,6.440826,,2.637759,0.94218,0.682049,0.889685,2.663943,1.5844319999999998,3.800307
MIMAT0003150,1,3.230386,5.573300000000001,13.261335,0.956541,3.69248,18.345601,5.100286,13.427641,6.999130000000001,13.439251,44.943135,11.395017,13.099185,15.0225,4.955135,8.359122,11.648186,16.396614,11.630702,20.567386,7.544493,10.929777,8.016893,7.870889,8.765630999999999,7.487331999999999,12.40044,12.60171,29.925184,19.264957000000003,8.065197,11.412529,15.549101,19.618193,8.116882,5.637185,14.593528999999998,8.962326999999998,8.663755,11.885065,36.76253,26.887711,12.497699,14.703295,20.865495,10.306939,25.785751,8.051034999999999,8.857021,13.188796000000002,15.703024,8.866634,3.558741,7.325842000000001,11.619174,35.288572
MIMAT0003163,1,25.84309,18.949221,10.60907,12.435039,33.232324,6.4974,26.958656,8.056584,48.293997000000005,24.833393,18.65564,27.482103,17.192681,94.829536,24.775677,4.501066,9.530334,21.57449,9.488206000000002,9.972065,9.430615,14.787345,12.884292,5.247261,10.852687,12.728467,6.820242,13.470793,18.703242,11.293249,9.601425,20.28894,12.587367,18.352503,22.136953,14.092963,18.377038,4.481163,6.257157,7.923376,13.785948,2.194915,12.185256,42.271977,7.383175,17.621538,9.132454,6.038275,23.618723,13.188796,130.649162,14.323022,27.580243,2.996936,13.203607,8.143517000000001
MIMAT0003180,0,1.615193,2.78665,6.299134,1.913082,6.154134999999999,3.4398,15.300857,3.282312,4.899391,6.573545,6.783869,4.692065,2.456097,9.389061,6.606848,3.2150450000000004,6.883019,12.081715999999998,1.836426,1.246508,3.4578930000000003,12.85856,2.004224,,1.669644,1.497466,1.860066,7.821751,1.870323,5.97878,0.768114,2.536118,4.072383,2.53138,3.689491,0.704648,8.107516,0.746861,2.887919,7.923376,3.574135,2.743644,1.874655,7.351648,1.284032,3.6573,7.520843999999999,1.207655,2.9523390000000003,4.396265,48.051252,8.866635,6.2277960000000006,2.33095,2.112576,2.714505
MIMAT0003218,1,35.53425,57.962323,61.665219,87.045271,49.233073000000005,54.654604,275.415454,64.15428499999999,126.684253,154.989591,26.287493,91.830441,135.904047,46.006408,109.012978,255.91777400000004,64.59449,795.667156,93.963846,149.580986,75.444913,862.80944,96.202714,160.915962,87.656322,45.672733,258.549173,87.34288600000001,204.488778,85.69583700000001,241.571868,13.948646,96.996766,22.149571,42.798109,41.574241,297.635938,51.533381,64.015526,2234.392308,143.986572,90.540247,74.048869,173.376373,336.73698,63.171552,59.629554,149.346679,27.555176000000003,371.924043,148.55060500000002,89.34837800000001,100.534432,1.331971,65.48988899999999,42.346288
MIMAT0003233,0,1.615193,2.78665,0.663067,1.913083,2.461654,0.7644,0.728612,1.193568,1.399826,2.045103,2.543951,,0.818699,6.572344,,,1.058926,0.86298,1.530356,2.493016,1.886123,0.642928,1.431588,,2.087055,0.748733,,11.732626,1.246883,1.328618,1.152171,3.804176,2.2213,1.26569,,0.704648,0.360334,1.493721,3.369238,0.990422,1.021182,,3.124425,3.675824,2.568061,2.659855,4.297625,0.402552,1.968227,1.758506,0.942181,1.364097,0.889685,,2.640721,0.542901
MIMAT0003239,1,117.909098,74.682224,48.072347,53.566321,59.079686,77.968806,35.702004,73.70282900000001,49.693823,71.724685,152.63706,59.656272,60.583732,94.829536,119.749106,91.950357,54.005228,169.143994,61.826374,126.520584,56.89803800000001,513.699509,86.467916,255.366635,60.524602,68.883467,60.142134000000006,304.613746,94.13965,57.130559,51.847697,95.104407,113.286299,117.076307,84.120424,39.460295,62.698127,100.826177,82.786996,84.18587900000001,106.713451,113.586853,37.493096,80.868132,124.229943,76.138344,284.180493,79.705237,67.90382699999999,156.507043,96.102508,126.861055,29.359613,72.592429,114.607309,57.004618
MIMAT0003241,1,43.610214,6.13063,4.973001,10.521955,8.615788,27.518402,11.657796,9.250152,3.499565,6.7196240000000005,30.527412,34.185055000000006,27.835769,18.778126,15.691263,19.933293,25.943688,4.314899,12.854985999999998,13.71159,28.920549,13.501488,8.016893,29.734471,8.765632,23.210732,19.220682,18.685293,30.548627,12.621867,12.673881,21.556999,11.1065,15.188278,6.641085,6.341833,7.567015,19.418375,25.991266,11.885066,19.913037000000003,19.754237,16.559450000000002,13.478022,25.680608,50.537241,21.488128,6.038276,31.491630000000004,27.256845,7.85151,3.410244,113.879712,10.988763,12.675463,12.486726
MIMAT0003242,0,4.845579000000001,0.55733,4.641468,1.913083,2.461654,0.3822,2.185836,0.596784,0.699913,0.584315,3.391935,3.351476,7.368292,,4.955136,3.858056,3.176778,0.86298,0.918213,,28.606196000000004,,2.004223,3.498173,1.252233,2.994933,0.620022,2.172708,3.740648,0.664309,1.536228,1.268059,0.740434,0.632845,0.737898,,0.180167,,1.925279,1.485633,1.021182,1.097458,4.374194,3.675824,32.742776,2.327374,6.446438,13.284206,16.729928,,,2.046146,8.007168,0.332993,2.640722,3.800308
MIMAT0003247,0,11.306351,2.78665,2.320732,0.956541,,34.780201,2.91445,1.193568,6.99913,9.641201,34.767331,,7.368291,5.633438,4.955136,9.645141,11.648186,5.17788,2.142497,3.11627,10.059323,30.217618,6.012671,19.239952,1.669644,6.738598999999999,3.10011,8.256293,16.209474,7.971707,8.065197,1.268059,3.33195,6.961295000000001,5.903187,4.227888,9.188517,6.721747000000001,30.804463,8.913798,3.063543,0.548729,9.373273,3.063186,2.568061,31.585776,26.322957,2.817863,,7.034024,4.710905,4.092293,9.786539,24.308475,2.640722,7.057714
MIMAT0003249,1,24.227897,13.93325,35.805611,77.479857,105.851105,15.288001,23.315594,16.113169,28.696433000000003,95.681604,24.591527,38.206826,29.473167,17.839219,51.203066,32.150474,13.766039,33.656203999999995,40.707464,17.451115,16.975106,8.358064,92.194267,11.369063,16.279031,11.979733,39.681408,50.40684,16.832917000000002,79.717057,18.434737,55.794585,54.792068,84.16837199999999,119.53955,23.253389,11.170356000000002,17.177794,30.804464,82.70024699999999,12.764767,7.682202999999999,34.993558,15.928571,20.223479,79.795644,22.025331,205.703915,18.698154,21.981326,91.705662,29.328095,51.601746000000006,8.657812,48.06113,21.716045
MIMAT0003256,0,1.615193,2.22932,0.663067,2.869623,1.230827,2.6754,2.9144490000000003,2.088744,2.799652,3.505892,4.239919,1.34059,4.912194,1.877813,5.780991,2.572037,2.647315,4.314898,7.039637000000001,5.609287,11.63109,5.143424,2.004223,9.619976,0.834822,5.241133,8.060286,8.690834,4.364089,3.3215440000000003,2.688399,8.876411000000001,3.33195,5.695604,13.282172,1.409296,0.720668,5.228025000000001,12.514313,4.456899,4.595316,3.841101,1.874654,3.675824,2.247054,6.982119,10.744063,2.817862,10.825248,11.43029,0.942181,,7.117481,0.998978,5.281442,15.744132
MIMAT0003257,0,1.615193,6.13063,3.315333,0.956541,1.230827,1.5288,4.3716740000000005,1.193568,2.799652,0.584316,3.391935,3.351475,1.637398,5.633438,4.1292800000000005,4.5010650000000005,14.295501,7.766818,0.306071,0.623254,3.4578930000000003,1.9287840000000005,1.43159,5.24726,1.669644,1.497466,3.720132,2.607251,,1.328618,,7.608352,0.740434,5.6956050000000005,2.951592,1.409296,1.441336,5.228026,0.96264,3.466477,1.531772,0.548729,1.249769,0.612637,1.926048,1.329928,5.909235,1.610208,1.968226,2.637759,1.88436,,0.889685,,2.112577,1.6287029999999998
MIMAT0003258,1,19.382318,14.490581,15.250537,27.739702,9.846615,16.052401,25.501431,8.653369,5.599304,13.147091,43.247167,20.779151,4.093495,23.472657,2.477568,70.08803400000001,38.121338,11.218735,22.955337,7.479049,51.239671,16.716129,18.324327,41.978077000000006,7.513399,14.974667,14.880528,17.381669,15.586035,15.279103,11.905768,39.309822,15.919317,36.07216,16.971665,13.388315,9.548853,20.165235,16.84619,23.770131,13.275357,17.559321,15.30968,10.414835,12.840304,28.925922000000003,43.51346,13.686758,39.364537,19.343567,6.595269,17.051217,38.256466,18.980589,49.117417,18.458638
MIMAT0003260,0,3.230386,5.5733,3.978401,10.521956,4.923307,7.644,4.371674,2.98392,2.799652,1.16863,8.479837,6.032657,,10.32797,3.303424,5.144075,8.471408,6.040857000000001,0.306071,1.246508,1.257415,5.143424,2.576859,24.487212,3.756699,10.482267,1.860066,4.345418,0.623441,7.971706,0.768114,5.072234,1.851083,13.289743,2.2136940000000003,1.409296,6.125679,0.746861,2.406599,4.456899,5.105907,12.620762,1.5622120000000002,0.612637,9.951237,3.657301,0.537203,2.817862,0.984113,1.758506,7.851511,6.820487,4.448426,2.663943,3.69701,0.542901
MIMAT0003266,0,4.845579,20.621211,10.277537,1.913083,1.230827,17.199001,8.014736,6.863016,2.799652,28.485364,50.87902,2.010885,8.186990999999999,5.633437000000001,2.477568,4.501066,6.353556,2.588939,8.569992000000001,3.739525,11.63109,16.716129,6.012669,13.118149,2.504466,18.718333,8.060286,10.429001,5.610971999999999,11.29325,3.456513,15.216705,106.992616,15.188278,4.42739,4.227888,10.810021,7.468605999999999,11.551674,8.418588,13.275358,8.230932000000001,9.998158,6.739011,5.136122,5.984674,11.81847,63.20061499999999,31.491631,9.671784,15.703024,6.138438,2.669056,9.656791,26.407214,2.714506
MIMAT0003283,1,30.68867,7.80262,3.646868,27.739702,1.230827,12.6126,9.471961,24.169754,3.499565,2.48334,26.287494,122.664021,9.824388,13.144688,2.477568,37.294551,26.473152,34.519183,10.406418,85.385813,14.145922,22.502481,2.290541,14.867235,6.678576,2.994933,13.020462,28.679754,30.548628,11.293251,29.57239,10.14447,5.9234670000000005,8.226984,10.330577,7.75113,35.673072999999995,17.924655,14.920911,43.578572,13.275358,79.016942,5.311521,15.315933,15.729373000000002,17.289056,18.802112,7.245928999999999,6.888794,23.739833,20.413931,60.702333,22.242132,15.650661,13.731751,28.230859
MIMAT0003284,0,6.460772,3.34398,1.326132,10.521954,7.384961,3.0576,0.728612,1.790352,2.799652,3.944127,8.479837,11.395018,7.368291,6.572344,4.955136,3.858056,7.941945,2.588939,5.509279,3.739524,5.658367999999999,1.285856,5.153717,2.62363,2.504466,2.994933,4.340154,1.303625,8.104737,,3.456513,10.144469,4.4426,2.53138,3.68949,,1.981837,2.240582,12.032993,1.980844,4.084726,2.743644,2.49954,3.675824,3.531083,10.971902,2.686015,2.012758,14.7617,7.034024,1.884362,6.138438,14.234964,0.998979,2.640721,3.257406
MIMAT0003294,0,8.075965,25.07985,7.625268,21.043912,2.461654,7.2618,11.657796,3.580704,4.899391,2.045103,6.78387,6.032656,2.456097,9.389063,24.775677,5.787084,7.941945,6.040857,4.2849960000000005,3.739524,6.601430000000001,4.500496,5.153718,5.24726,14.191973999999998,,8.060286,2.172709,4.987531,7.971706,3.456513,11.41253,6.293684,2.53138,1.475797,5.637184,1.80167,7.468606,7.701116000000001,5.942532,0.510591,1.097458,4.686637,1.225274,2.247053,7.3146,10.744063,0.402552,2.95234,2.637759,4.7109060000000005,13.640974,3.558741,3.329928,1.584433,4.88611
MIMAT0003296,0,4.845579,2.78665,2.652267,4.782707,,0.7644,,0.298392,1.399826,1.16863,,8.043543,1.637398,2.816719,1.651712,0.643009,5.29463,4.314898,0.306071,1.869762,0.943061,0.642928,0.572636,2.62363,0.417411,1.497467,1.860066,2.60725,1.246882,1.992927,1.536228,1.268059,0.740433,3.164225,,2.113944,0.540501,0.746861,3.850558,,1.021181,1.646187,,0.612637,0.321008,0.332482,1.074406,,0.984113,,,0.682049,6.227797000000001,0.998979,,2.714505
MIMAT0003298,1,3.230386,12.818591,3.646867,23.913535,13.539095,2.2932,10.929184,2.088744,11.898521,18.259849,7.631854,6.032657,13.099185,5.633437000000001,56.984057,10.931161,10.059797,6.903837,18.364269,9.972065,14.774629,9.000992,14.31588,5.247259,12.939742,9.733533,8.680308,10.429001,11.221945,11.29325,12.289825,38.041763,11.846933,9.492674,2.951594,12.683666,6.305846000000001,11.949769,11.070354,7.428166000000001,6.637678999999999,7.682203,15.934566,10.414835,8.02519,7.647083,20.950925,8.856137,13.777588000000002,7.034024,8.479632,10.230731,21.352446,2.33095,8.450309,8.686418
MIMAT0003301,0,12.921544,48.487712,3.978401,9.565413,,2.2932,60.474822,7.459799999999999,34.295737,1.606867,7.631853,20.108856,2.456097,16.900313999999998,4.955136,12.860188,62.476637,6.903837,3.978925,16.204607,32.378442,7.072208000000001,16.320103,2.62363,4.17411,,13.640484,6.952667999999999,8.104738000000001,12.621869,28.804277,8.876411000000001,21.842782,3.79707,2.213695,8.455777000000001,12.251357,1.493721,55.351771,15.351542,3.574135,3.292373,3.4368670000000003,4.288461,11.877281,88.10769,33.306599,17.309722,3.936453,7.034024,10.992116,81.163794,9.786538,0.998979,8.450308,4.88611
MIMAT0003309,0,1.615193,0.55733,,2.869623,,0.7644,2.1858370000000003,0.596784,0.699913,0.438237,,1.34059,0.818699,,,,0.529463,,0.918213,,0.314354,0.642928,0.8589530000000001,,,,,0.869084,,0.664309,0.384057,2.536117,0.740434,0.632845,,,0.180167,1.493722,0.96264,0.495211,0.510591,,1.562211,,0.321008,,0.537203,0.805104,,,0.62812,,,0.332993,,1.085802
MIMAT0003312,0,8.075966,4.45864,2.320734,18.174288,8.615788,6.1152,0.728612,0.298392,0.699913,17.821612000000002,2.543951,2.681181,5.730894,16.900313,5.780991,3.858056,2.647315,3.451918,8.263921,6.232541,4.715307,5.143424,2.576858,1.749087,0.417411,8.984798999999999,3.720132,16.512586,16.832917000000002,1.992926,5.376798,5.072235,2.2213,8.859829,,5.637185,1.80167,0.746861,4.331878,13.865909,2.042363,9.328389,5.311522,7.351648,11.235267,2.992337,19.339315000000003,5.635724,13.777588000000002,9.671784,2.198423,15.005071,8.007167,,5.809587,3.800308
