miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-151a	hg38:chr8:140732644-140732664:-	1	0.966639	N	precursor
hsa-mir-151b	hg38:chr14:100109435-100109456:-	1	0.966639	N	mature,MIMAT0010214
hsa-mir-151b	hg38:chr14:100109435-100109457:-	2	1.933279	N	mature,MIMAT0010214
hsa-mir-152	hg38:chr17:48037173-48037195:-	64	61.864918	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037195:-	118	114.063442	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037196:-	1	0.966639	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037210-48037233:-	2	1.933279	N	mature,MIMAT0026479
hsa-mir-152	hg38:chr17:48037210-48037234:-	1	0.966639	N	mature,MIMAT0026479
hsa-mir-153-2	hg38:chr7:157574389-157574410:-	15	14.499590	N	mature,MIMAT0026480
hsa-mir-153-2	hg38:chr7:157574389-157574411:-	1	0.966639	N	mature,MIMAT0026480
hsa-mir-1537	hg38:chr1:235853036-235853057:-	1	0.966639	N	mature,MIMAT0026765
hsa-mir-1538	hg38:chr16:69565806-69565828:-	1	0.966639	N	mature,MIMAT0007400
hsa-mir-1538	hg38:chr16:69565808-69565831:-	1	0.966639	N	mature,MIMAT0007400
hsa-mir-154	hg38:chr14:101059769-101059791:+	8	7.733115	N	mature,MIMAT0000452
hsa-mir-155	hg38:chr21:25573983-25574003:+	63	60.898279	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574004:+	263	254.226147	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574005:+	427	412.754999	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574006:+	539	521.018606	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574007:+	334	322.857541	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574008:+	38	36.732295	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574009:+	1	0.966639	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574005:+	2	1.933279	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574006:+	2	1.933279	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574007:+	3	2.899918	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573987-25574005:+	1	0.966639	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573987-25574006:+	1	0.966639	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573987-25574007:+	1	0.966639	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573987-25574010:+	1	0.966639	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25574022-25574044:+	3	2.899918	N	mature,MIMAT0004658
hsa-mir-15a	hg38:chr13:50049130-50049152:-	1	0.966639	N	mature,MIMAT0004488
hsa-mir-15a	hg38:chr13:50049165-50049187:-	3	2.899918	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049165-50049189:-	140	135.329508	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049166-50049189:-	89	86.030902	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049167-50049187:-	2	1.933279	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049167-50049189:-	59	57.031721	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049168-50049189:-	35	33.832377	N	mature,MIMAT0000068
hsa-mir-15b	hg38:chr3:160404607-160404625:+	1	0.966639	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404626:+	1	0.966639	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404627:+	21	20.299426	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404628:+	490	473.653278	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404629:+	1878	1815.348686	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404630:+	19	18.366148	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404632:+	1	0.966639	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404633:+	1	0.966639	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404609-160404629:+	6	5.799836	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404609-160404633:+	1	0.966639	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404610-160404628:+	1	0.966639	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404610-160404629:+	1	0.966639	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404645-160404660:+	1	0.966639	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404664:+	3	2.899918	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404665:+	9	8.699754	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404666:+	416	402.121967	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404667:+	316	305.458032	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404668:+	1	0.966639	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404646-160404666:+	1	0.966639	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404646-160404667:+	5	4.833197	N	mature,MIMAT0004586
hsa-mir-16-1	hg38:chr13:50048984-50049007:-	3	2.899918	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50048985-50049007:-	6	5.799836	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50049025-50049049:-	5	4.833197	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049046:-	1	0.966639	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049047:-	3	2.899918	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049049:-	32	30.932459	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049047:-	9	8.699754	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049048:-	1	0.966639	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049049:-	919	888.341556	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049028-50049049:-	7	6.766475	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049029-50049049:-	7	6.766475	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404733-160404754:+	1	0.966639	N	precursor
hsa-mir-16-2	hg38:chr3:160404754-160404774:+	6	5.799836	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404775:+	11	10.633033	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404776:+	872	842.909507	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404777:+	37	35.765656	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404779:+	5	4.833197	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404756-160404774:+	1	0.966639	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404756-160404776:+	11	10.633033	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404756-160404777:+	5	4.833197	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404756-160404778:+	1	0.966639	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404776:+	1	0.966639	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404795-160404818:+	1	0.966639	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404816:+	1	0.966639	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404817:+	3	2.899918	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404818:+	38	36.732295	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404819:+	4	3.866557	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404818:+	7	6.766475	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404819:+	11	10.633033	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404798-160404818:+	1	0.966639	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404798-160404819:+	1	0.966639	N	mature,MIMAT0004518
hsa-mir-17	hg38:chr13:91350595-91350618:+	1	0.966639	N	precursor
hsa-mir-17	hg38:chr13:91350617-91350637:+	1	0.966639	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350638:+	5	4.833197	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350639:+	7	6.766475	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350640:+	6	5.799836	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350641:+	9	8.699754	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350638:+	8	7.733115	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350639:+	55	53.165164	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350640:+	111	107.296967	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350641:+	2728	2636.992128	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350642:+	39	37.698934	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350619-91350639:+	1	0.966639	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350619-91350641:+	7	6.766475	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350620-91350641:+	18	17.399508	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350620-91350642:+	3	2.899918	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350621-91350639:+	4	3.866557	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350621-91350640:+	1	0.966639	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350621-91350641:+	73	70.564672	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350621-91350642:+	5	4.833197	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350654-91350677:+	1	0.966639	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350677:+	395	381.822540	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350678:+	22	21.266066	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350677:+	42	40.598852	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350678:+	12	11.599672	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350657-91350677:+	1	0.966639	N	mature,MIMAT0000071
hsa-mir-181a-1	hg38:chr1:198859069-198859088:-	1	0.966639	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859090:-	3	2.899918	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859091:-	275	265.825819	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859092:-	2	1.933279	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859091:-	25	24.165984	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859093:-	1	0.966639	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859091:-	2	1.933279	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859072-198859093:-	2	1.933279	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859077-198859107:-	1	0.966639	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859106-198859129:-	2	1.933279	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859106-198859130:-	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859106-198859131:-	11	10.633033	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859122:-	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859129:-	6	5.799836	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859130:-	4	3.866557	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859131:-	25	24.165984	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859129:-	11	10.633033	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859130:-	52	50.265246	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859131:-	813	785.877786	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859129:-	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859130:-	26	25.132623	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859131:-	974	941.506720	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859132:-	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859110-198859131:-	45	43.498770	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859111-198859131:-	2	1.933279	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859112-198859131:-	2	1.933279	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692479-124692502:+	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692498:+	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692500:+	5	4.833197	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692501:+	30	28.999180	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692502:+	908	877.708523	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692503:+	804	777.178032	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692504:+	48	46.398688	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692505:+	13	12.566311	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692501:+	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692502:+	23	22.232705	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692503:+	70	67.664754	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692504:+	4	3.866557	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692505:+	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692502:+	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692503:+	11	10.633033	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692504:+	8	7.733115	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692505:+	5	4.833197	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692484-124692506:+	1	0.966639	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692504-124692528:+	1	0.966639	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692537:+	2	1.933279	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692538:+	4	3.866557	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692539:+	4	3.866557	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692540:+	5	4.833197	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692537:+	2	1.933279	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692538:+	18	17.399508	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692539:+	127	122.763197	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692540:+	617	596.416475	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692541:+	6	5.799836	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692540:+	3	2.899918	N	mature,MIMAT0004558
hsa-mir-181b-1	hg38:chr1:198858886-198858908:-	9	8.699754	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858887-198858908:-	9	8.699754	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858888-198858908:-	7	6.766475	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858889-198858908:-	2	1.933279	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858894-198858924:-	1	0.966639	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858919-198858948:-	1	0.966639	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858920-198858947:-	1	0.966639	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858922-198858946:-	1	0.966639	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858946:-	13	12.566311	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858947:-	20	19.332787	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858948:-	166	160.462131	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858949:-	1	0.966639	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858946:-	8	7.733115	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858947:-	26	25.132623	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858948:-	251	242.626475	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858949:-	10	9.666393	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858946:-	2	1.933279	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858947:-	12	11.599672	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858948:-	277	267.759098	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858949:-	9	8.699754	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858947:-	4	3.866557	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858948:-	177	171.095164	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858949:-	12	11.599672	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858948:-	3	2.899918	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858949:-	3	2.899918	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693745:+	2	1.933279	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693746:+	16	15.466229	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693747:+	6	5.799836	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693748:+	4	3.866557	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693749:+	2	1.933279	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693745:+	3	2.899918	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693746:+	170	164.328688	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693747:+	259	250.359590	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693748:+	255	246.493032	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693749:+	165	159.495492	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693750:+	23	22.232705	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693746:+	2	1.933279	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693747:+	12	11.599672	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693748:+	15	14.499590	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693749:+	20	19.332787	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693750:+	9	8.699754	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693727-124693745:+	1	0.966639	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693727-124693748:+	12	11.599672	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693727-124693749:+	6	5.799836	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693727-124693750:+	5	4.833197	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693763-124693785:+	6	5.799836	N	mature,MIMAT0031893
hsa-mir-181c	hg38:chr19:13874725-13874746:+	19	18.366148	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874747:+	23	22.232705	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874748:+	8	7.733115	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874749:+	5	4.833197	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874726-13874747:+	1	0.966639	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874763-13874785:+	1	0.966639	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874784:+	2	1.933279	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874785:+	13	12.566311	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874786:+	48	46.398688	N	mature,MIMAT0004559
hsa-mir-181d	hg38:chr19:13874910-13874931:+	6	5.799836	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874932:+	14	13.532951	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874933:+	12	11.599672	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874934:+	1	0.966639	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874911-13874932:+	1	0.966639	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874911-13874933:+	2	1.933279	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874911-13874934:+	1	0.966639	N	mature,MIMAT0002821
hsa-mir-182	hg38:chr7:129770444-129770471:-	45	43.498770	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770463:-	3	2.899918	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770464:-	1	0.966639	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770466:-	4	3.866557	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770470:-	3	2.899918	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770471:-	874	844.842786	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770466:-	1	0.966639	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770467:-	1	0.966639	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770470:-	8	7.733115	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770471:-	2230	2155.605735	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770472:-	1	0.966639	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770465:-	1	0.966639	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770466:-	3	2.899918	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770468:-	2	1.933279	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770470:-	7	6.766475	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770471:-	7392	7145.398023	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770464:-	1	0.966639	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770470:-	1	0.966639	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770471:-	5619	5431.546468	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770467:-	1	0.966639	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770470:-	5	4.833197	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770471:-	12574	12154.523099	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770471:-	1606	1552.422785	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770451-129770471:-	376	363.456393	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770452-129770471:-	8	7.733115	N	mature,MIMAT0000259
hsa-mir-183	hg38:chr7:129774959-129774989:-	1	0.966639	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774963-129774987:-	1	0.966639	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774963-129774989:-	1	0.966639	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774964-129774987:-	2	1.933279	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774964-129774988:-	2	1.933279	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774964-129774989:-	1	0.966639	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774987:-	47	45.432049	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774988:-	1366	1320.429343	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774989:-	355	343.156967	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774985:-	1	0.966639	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774987:-	199	192.361229	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774988:-	8897	8600.190235	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774989:-	6842	6613.746385	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774986:-	1	0.966639	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774987:-	13	12.566311	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774988:-	742	717.246393	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774989:-	1886	1823.081801	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774990:-	5	4.833197	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774991:-	4	3.866557	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774988:-	34	32.865738	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774989:-	336	324.790819	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774990:-	6	5.799836	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774991:-	12	11.599672	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774988:-	13	12.566311	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774989:-	77	74.431229	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774990:-	1	0.966639	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774991:-	28	27.065902	N	mature,MIMAT0000261
