mirna_id,genome_assembly,chromosome,position_range,strand,cross_mapped,region_type,accession_id,read_count,reads_per_million,is_mirna_of_interest
hsa-mir-181a-1,hg38,chr1,198859107-198859129,-,N,mature,MIMAT0000256,6,5.799836,1
hsa-mir-181a-1,hg38,chr1,198859107-198859130,-,N,mature,MIMAT0000256,4,3.866557,1
hsa-mir-181a-1,hg38,chr1,198859107-198859131,-,N,mature,MIMAT0000256,25,24.165984,1
hsa-mir-181a-1,hg38,chr1,198859108-198859129,-,N,mature,MIMAT0000256,11,10.633033,1
hsa-mir-181a-1,hg38,chr1,198859108-198859130,-,N,mature,MIMAT0000256,52,50.265246,1
hsa-mir-181a-1,hg38,chr1,198859108-198859131,-,N,mature,MIMAT0000256,813,785.877786,1
hsa-mir-181a-1,hg38,chr1,198859109-198859129,-,N,mature,MIMAT0000256,1,0.966639,1
hsa-mir-181a-1,hg38,chr1,198859109-198859130,-,N,mature,MIMAT0000256,26,25.132623,1
hsa-mir-181a-1,hg38,chr1,198859109-198859131,-,N,mature,MIMAT0000256,974,941.50672,1
hsa-mir-181a-1,hg38,chr1,198859109-198859132,-,N,mature,MIMAT0000256,1,0.966639,1
hsa-mir-181a-1,hg38,chr1,198859110-198859131,-,N,mature,MIMAT0000256,45,43.49877,1
hsa-mir-181a-1,hg38,chr1,198859111-198859131,-,N,mature,MIMAT0000256,2,1.933279,1
hsa-mir-181a-1,hg38,chr1,198859112-198859131,-,N,mature,MIMAT0000256,2,1.933279,1
hsa-mir-181a-2,hg38,chr9,124692479-124692502,+,N,mature,MIMAT0000256,1,0.966639,1
hsa-mir-181a-2,hg38,chr9,124692480-124692498,+,N,mature,MIMAT0000256,1,0.966639,1
hsa-mir-181a-2,hg38,chr9,124692480-124692500,+,N,mature,MIMAT0000256,5,4.833197,1
hsa-mir-181a-2,hg38,chr9,124692480-124692501,+,N,mature,MIMAT0000256,30,28.99918,1
hsa-mir-181a-2,hg38,chr9,124692480-124692502,+,N,mature,MIMAT0000256,908,877.708523,1
hsa-mir-181a-2,hg38,chr9,124692480-124692503,+,N,mature,MIMAT0000256,804,777.178032,1
hsa-mir-181a-2,hg38,chr9,124692480-124692504,+,N,mature,MIMAT0000256,48,46.398688,1
hsa-mir-181a-2,hg38,chr9,124692480-124692505,+,N,mature,MIMAT0000256,13,12.566311,1
hsa-mir-181a-2,hg38,chr9,124692481-124692501,+,N,mature,MIMAT0000256,1,0.966639,1
hsa-mir-181a-2,hg38,chr9,124692481-124692502,+,N,mature,MIMAT0000256,23,22.232705,1
hsa-mir-181a-2,hg38,chr9,124692481-124692503,+,N,mature,MIMAT0000256,70,67.664754,1
hsa-mir-181a-2,hg38,chr9,124692481-124692504,+,N,mature,MIMAT0000256,4,3.866557,1
hsa-mir-181a-2,hg38,chr9,124692481-124692505,+,N,mature,MIMAT0000256,1,0.966639,1
hsa-mir-181a-2,hg38,chr9,124692482-124692502,+,N,mature,MIMAT0000256,1,0.966639,1
hsa-mir-181a-2,hg38,chr9,124692482-124692503,+,N,mature,MIMAT0000256,11,10.633033,1
hsa-mir-181a-2,hg38,chr9,124692482-124692504,+,N,mature,MIMAT0000256,8,7.733115,1
hsa-mir-181a-2,hg38,chr9,124692482-124692505,+,N,mature,MIMAT0000256,5,4.833197,1
hsa-mir-181a-2,hg38,chr9,124692484-124692506,+,N,mature,MIMAT0000256,1,0.966639,1
hsa-mir-181a-2,hg38,chr9,124692504-124692528,+,N,mature,MIMAT0004558,1,0.966639,1
hsa-mir-181a-2,hg38,chr9,124692517-124692537,+,N,mature,MIMAT0004558,2,1.933279,1
hsa-mir-181a-2,hg38,chr9,124692517-124692538,+,N,mature,MIMAT0004558,4,3.866557,1
hsa-mir-181a-2,hg38,chr9,124692517-124692539,+,N,mature,MIMAT0004558,4,3.866557,1
hsa-mir-181a-2,hg38,chr9,124692517-124692540,+,N,mature,MIMAT0004558,5,4.833197,1
hsa-mir-181a-2,hg38,chr9,124692518-124692537,+,N,mature,MIMAT0004558,2,1.933279,1
hsa-mir-181a-2,hg38,chr9,124692518-124692538,+,N,mature,MIMAT0004558,18,17.399508,1
hsa-mir-181a-2,hg38,chr9,124692518-124692539,+,N,mature,MIMAT0004558,127,122.763197,1
hsa-mir-181a-2,hg38,chr9,124692518-124692540,+,N,mature,MIMAT0004558,617,596.416475,1
hsa-mir-181a-2,hg38,chr9,124692518-124692541,+,N,mature,MIMAT0004558,6,5.799836,1
hsa-mir-181a-2,hg38,chr9,124692519-124692540,+,N,mature,MIMAT0004558,3,2.899918,1
hsa-mir-181b-1,hg38,chr1,198858886-198858908,-,N,mature,MIMAT0022692,9,8.699754,1
hsa-mir-181b-1,hg38,chr1,198858887-198858908,-,N,mature,MIMAT0022692,9,8.699754,1
hsa-mir-181b-1,hg38,chr1,198858888-198858908,-,N,mature,MIMAT0022692,7,6.766475,1
hsa-mir-181b-1,hg38,chr1,198858889-198858908,-,N,mature,MIMAT0022692,2,1.933279,1
hsa-mir-181b-1,hg38,chr1,198858894-198858924,-,N,mature,MIMAT0022692,1,0.966639,1
hsa-mir-181b-1,hg38,chr1,198858919-198858948,-,N,mature,MIMAT0000257,1,0.966639,1
hsa-mir-181b-1,hg38,chr1,198858920-198858947,-,N,mature,MIMAT0000257,1,0.966639,1
hsa-mir-181b-1,hg38,chr1,198858922-198858946,-,N,mature,MIMAT0000257,1,0.966639,1
hsa-mir-181b-1,hg38,chr1,198858924-198858946,-,N,mature,MIMAT0000257,13,12.566311,1
hsa-mir-181b-1,hg38,chr1,198858924-198858947,-,N,mature,MIMAT0000257,20,19.332787,1
hsa-mir-181b-1,hg38,chr1,198858924-198858948,-,N,mature,MIMAT0000257,166,160.462131,1
hsa-mir-181b-1,hg38,chr1,198858924-198858949,-,N,mature,MIMAT0000257,1,0.966639,1
hsa-mir-181b-1,hg38,chr1,198858925-198858946,-,N,mature,MIMAT0000257,8,7.733115,1
hsa-mir-181b-1,hg38,chr1,198858925-198858947,-,N,mature,MIMAT0000257,26,25.132623,1
hsa-mir-181b-1,hg38,chr1,198858925-198858948,-,N,mature,MIMAT0000257,251,242.626475,1
hsa-mir-181b-1,hg38,chr1,198858925-198858949,-,N,mature,MIMAT0000257,10,9.666393,1
hsa-mir-181b-1,hg38,chr1,198858926-198858946,-,N,mature,MIMAT0000257,2,1.933279,1
hsa-mir-181b-1,hg38,chr1,198858926-198858947,-,N,mature,MIMAT0000257,12,11.599672,1
hsa-mir-181b-1,hg38,chr1,198858926-198858948,-,N,mature,MIMAT0000257,277,267.759098,1
hsa-mir-181b-1,hg38,chr1,198858926-198858949,-,N,mature,MIMAT0000257,9,8.699754,1
hsa-mir-181b-1,hg38,chr1,198858927-198858947,-,N,mature,MIMAT0000257,4,3.866557,1
hsa-mir-181b-1,hg38,chr1,198858927-198858948,-,N,mature,MIMAT0000257,177,171.095164,1
hsa-mir-181b-1,hg38,chr1,198858927-198858949,-,N,mature,MIMAT0000257,12,11.599672,1
hsa-mir-181b-1,hg38,chr1,198858928-198858948,-,N,mature,MIMAT0000257,3,2.899918,1
hsa-mir-181b-1,hg38,chr1,198858928-198858949,-,N,mature,MIMAT0000257,3,2.899918,1
hsa-mir-181b-2,hg38,chr9,124693724-124693745,+,N,mature,MIMAT0000257,2,1.933279,1
hsa-mir-181b-2,hg38,chr9,124693724-124693746,+,N,mature,MIMAT0000257,16,15.466229,1
hsa-mir-181b-2,hg38,chr9,124693724-124693747,+,N,mature,MIMAT0000257,6,5.799836,1
hsa-mir-181b-2,hg38,chr9,124693724-124693748,+,N,mature,MIMAT0000257,4,3.866557,1
hsa-mir-181b-2,hg38,chr9,124693724-124693749,+,N,mature,MIMAT0000257,2,1.933279,1
hsa-mir-181b-2,hg38,chr9,124693725-124693745,+,N,mature,MIMAT0000257,3,2.899918,1
hsa-mir-181b-2,hg38,chr9,124693725-124693746,+,N,mature,MIMAT0000257,170,164.328688,1
hsa-mir-181b-2,hg38,chr9,124693725-124693747,+,N,mature,MIMAT0000257,259,250.35959,1
hsa-mir-181b-2,hg38,chr9,124693725-124693748,+,N,mature,MIMAT0000257,255,246.493032,1
hsa-mir-181b-2,hg38,chr9,124693725-124693749,+,N,mature,MIMAT0000257,165,159.495492,1
hsa-mir-181b-2,hg38,chr9,124693725-124693750,+,N,mature,MIMAT0000257,23,22.232705,1
hsa-mir-181b-2,hg38,chr9,124693726-124693746,+,N,mature,MIMAT0000257,2,1.933279,1
hsa-mir-181b-2,hg38,chr9,124693726-124693747,+,N,mature,MIMAT0000257,12,11.599672,1
hsa-mir-181b-2,hg38,chr9,124693726-124693748,+,N,mature,MIMAT0000257,15,14.49959,1
hsa-mir-181b-2,hg38,chr9,124693726-124693749,+,N,mature,MIMAT0000257,20,19.332787,1
hsa-mir-181b-2,hg38,chr9,124693726-124693750,+,N,mature,MIMAT0000257,9,8.699754,1
hsa-mir-181b-2,hg38,chr9,124693727-124693745,+,N,mature,MIMAT0000257,1,0.966639,1
hsa-mir-181b-2,hg38,chr9,124693727-124693748,+,N,mature,MIMAT0000257,12,11.599672,1
hsa-mir-181b-2,hg38,chr9,124693727-124693749,+,N,mature,MIMAT0000257,6,5.799836,1
hsa-mir-181b-2,hg38,chr9,124693727-124693750,+,N,mature,MIMAT0000257,5,4.833197,1
hsa-mir-181b-2,hg38,chr9,124693763-124693785,+,N,mature,MIMAT0031893,6,5.799836,1
hsa-mir-181c,hg38,chr19,13874725-13874746,+,N,mature,MIMAT0000258,19,18.366148,1
hsa-mir-181c,hg38,chr19,13874725-13874747,+,N,mature,MIMAT0000258,23,22.232705,1
hsa-mir-181c,hg38,chr19,13874725-13874748,+,N,mature,MIMAT0000258,8,7.733115,1
hsa-mir-181c,hg38,chr19,13874725-13874749,+,N,mature,MIMAT0000258,5,4.833197,1
hsa-mir-181c,hg38,chr19,13874726-13874747,+,N,mature,MIMAT0000258,1,0.966639,1
hsa-mir-181c,hg38,chr19,13874763-13874785,+,N,mature,MIMAT0004559,1,0.966639,1
hsa-mir-181c,hg38,chr19,13874764-13874784,+,N,mature,MIMAT0004559,2,1.933279,1
hsa-mir-181c,hg38,chr19,13874764-13874785,+,N,mature,MIMAT0004559,13,12.566311,1
hsa-mir-181c,hg38,chr19,13874764-13874786,+,N,mature,MIMAT0004559,48,46.398688,1
hsa-mir-181d,hg38,chr19,13874910-13874931,+,N,mature,MIMAT0002821,6,5.799836,1
hsa-mir-181d,hg38,chr19,13874910-13874932,+,N,mature,MIMAT0002821,14,13.532951,1
hsa-mir-181d,hg38,chr19,13874910-13874933,+,N,mature,MIMAT0002821,12,11.599672,1
hsa-mir-181d,hg38,chr19,13874910-13874934,+,N,mature,MIMAT0002821,1,0.966639,1
hsa-mir-181d,hg38,chr19,13874911-13874932,+,N,mature,MIMAT0002821,1,0.966639,1
hsa-mir-181d,hg38,chr19,13874911-13874933,+,N,mature,MIMAT0002821,2,1.933279,1
hsa-mir-181d,hg38,chr19,13874911-13874934,+,N,mature,MIMAT0002821,1,0.966639,1
hsa-mir-182,hg38,chr7,129770444-129770471,-,N,mature,MIMAT0000259,45,43.49877,1
hsa-mir-182,hg38,chr7,129770445-129770463,-,N,mature,MIMAT0000259,3,2.899918,1
hsa-mir-182,hg38,chr7,129770445-129770464,-,N,mature,MIMAT0000259,1,0.966639,1
hsa-mir-182,hg38,chr7,129770445-129770466,-,N,mature,MIMAT0000259,4,3.866557,1
hsa-mir-182,hg38,chr7,129770445-129770470,-,N,mature,MIMAT0000259,3,2.899918,1
hsa-mir-182,hg38,chr7,129770445-129770471,-,N,mature,MIMAT0000259,874,844.842786,1
hsa-mir-182,hg38,chr7,129770446-129770466,-,N,mature,MIMAT0000259,1,0.966639,1
hsa-mir-182,hg38,chr7,129770446-129770467,-,N,mature,MIMAT0000259,1,0.966639,1
hsa-mir-182,hg38,chr7,129770446-129770470,-,N,mature,MIMAT0000259,8,7.733115,1
hsa-mir-182,hg38,chr7,129770446-129770471,-,N,mature,MIMAT0000259,2230,2155.605735,1
hsa-mir-182,hg38,chr7,129770446-129770472,-,N,mature,MIMAT0000259,1,0.966639,1
hsa-mir-182,hg38,chr7,129770447-129770465,-,N,mature,MIMAT0000259,1,0.966639,1
hsa-mir-182,hg38,chr7,129770447-129770466,-,N,mature,MIMAT0000259,3,2.899918,1
hsa-mir-182,hg38,chr7,129770447-129770468,-,N,mature,MIMAT0000259,2,1.933279,1
hsa-mir-182,hg38,chr7,129770447-129770470,-,N,mature,MIMAT0000259,7,6.766475,1
hsa-mir-182,hg38,chr7,129770447-129770471,-,N,mature,MIMAT0000259,7392,7145.398023,1
hsa-mir-182,hg38,chr7,129770448-129770464,-,N,mature,MIMAT0000259,1,0.966639,1
hsa-mir-182,hg38,chr7,129770448-129770470,-,N,mature,MIMAT0000259,1,0.966639,1
hsa-mir-182,hg38,chr7,129770448-129770471,-,N,mature,MIMAT0000259,5619,5431.546468,1
hsa-mir-182,hg38,chr7,129770449-129770467,-,N,mature,MIMAT0000259,1,0.966639,1
hsa-mir-182,hg38,chr7,129770449-129770470,-,N,mature,MIMAT0000259,5,4.833197,1
hsa-mir-182,hg38,chr7,129770449-129770471,-,N,mature,MIMAT0000259,12574,12154.523099,1
hsa-mir-182,hg38,chr7,129770450-129770471,-,N,mature,MIMAT0000259,1606,1552.422785,1
hsa-mir-182,hg38,chr7,129770451-129770471,-,N,mature,MIMAT0000259,376,363.456393,1
hsa-mir-182,hg38,chr7,129770452-129770471,-,N,mature,MIMAT0000259,8,7.733115,1
hsa-mir-183,hg38,chr7,129774959-129774989,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774963-129774987,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774963-129774989,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774964-129774987,-,N,mature,MIMAT0000261,2,1.933279,1
hsa-mir-183,hg38,chr7,129774964-129774988,-,N,mature,MIMAT0000261,2,1.933279,1
hsa-mir-183,hg38,chr7,129774964-129774989,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774965-129774987,-,N,mature,MIMAT0000261,47,45.432049,1
hsa-mir-183,hg38,chr7,129774965-129774988,-,N,mature,MIMAT0000261,1366,1320.429343,1
hsa-mir-183,hg38,chr7,129774965-129774989,-,N,mature,MIMAT0000261,355,343.156967,1
hsa-mir-183,hg38,chr7,129774966-129774985,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774966-129774987,-,N,mature,MIMAT0000261,199,192.361229,1
hsa-mir-183,hg38,chr7,129774966-129774988,-,N,mature,MIMAT0000261,8897,8600.190235,1
hsa-mir-183,hg38,chr7,129774966-129774989,-,N,mature,MIMAT0000261,6842,6613.746385,1
hsa-mir-183,hg38,chr7,129774967-129774986,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774967-129774987,-,N,mature,MIMAT0000261,13,12.566311,1
hsa-mir-183,hg38,chr7,129774967-129774988,-,N,mature,MIMAT0000261,742,717.246393,1
hsa-mir-183,hg38,chr7,129774967-129774989,-,N,mature,MIMAT0000261,1886,1823.081801,1
hsa-mir-183,hg38,chr7,129774967-129774990,-,N,mature,MIMAT0000261,5,4.833197,1
hsa-mir-183,hg38,chr7,129774967-129774991,-,N,mature,MIMAT0000261,4,3.866557,1
hsa-mir-183,hg38,chr7,129774968-129774988,-,N,mature,MIMAT0000261,34,32.865738,1
hsa-mir-183,hg38,chr7,129774968-129774989,-,N,mature,MIMAT0000261,336,324.790819,1
hsa-mir-183,hg38,chr7,129774968-129774990,-,N,mature,MIMAT0000261,6,5.799836,1
hsa-mir-183,hg38,chr7,129774968-129774991,-,N,mature,MIMAT0000261,12,11.599672,1
hsa-mir-183,hg38,chr7,129774969-129774988,-,N,mature,MIMAT0000261,13,12.566311,1
hsa-mir-183,hg38,chr7,129774969-129774989,-,N,mature,MIMAT0000261,77,74.431229,1
hsa-mir-183,hg38,chr7,129774969-129774990,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774969-129774991,-,N,mature,MIMAT0000261,28,27.065902,1
hsa-mir-183,hg38,chr7,129774970-129774988,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774970-129774989,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-183,hg38,chr7,129774970-129774991,-,N,mature,MIMAT0000261,5,4.833197,1
hsa-mir-183,hg38,chr7,129774971-129774989,-,N,mature,MIMAT0000261,1,0.966639,1
hsa-mir-184,hg38,chr15,79209840-79209861,+,N,mature,MIMAT0000454,1,0.966639,1
hsa-mir-184,hg38,chr15,79209840-79209862,+,N,mature,MIMAT0000454,3,2.899918,1
hsa-mir-185,hg38,chr22,20033153-20033174,+,N,mature,MIMAT0000455,12,11.599672,1
hsa-mir-185,hg38,chr22,20033153-20033175,+,N,mature,MIMAT0000455,127,122.763197,1
hsa-mir-185,hg38,chr22,20033153-20033176,+,N,mature,MIMAT0000455,9,8.699754,1
hsa-mir-186,hg38,chr1,71067679-71067700,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067679-71067701,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067679-71067702,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067679-71067703,-,N,mature,MIMAT0000456,29,28.032541,1
hsa-mir-186,hg38,chr1,71067680-71067700,-,N,mature,MIMAT0000456,3,2.899918,1
hsa-mir-186,hg38,chr1,71067680-71067701,-,N,mature,MIMAT0000456,2,1.933279,1
hsa-mir-186,hg38,chr1,71067680-71067702,-,N,mature,MIMAT0000456,2,1.933279,1
hsa-mir-186,hg38,chr1,71067680-71067703,-,N,mature,MIMAT0000456,278,268.725737,1
hsa-mir-186,hg38,chr1,71067680-71067704,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067681-71067700,-,N,mature,MIMAT0000456,5,4.833197,1
hsa-mir-186,hg38,chr1,71067681-71067701,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067681-71067702,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067681-71067703,-,N,mature,MIMAT0000456,443,428.221229,1
hsa-mir-186,hg38,chr1,71067681-71067704,-,N,mature,MIMAT0000456,2,1.933279,1
hsa-mir-186,hg38,chr1,71067682-71067702,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067682-71067703,-,N,mature,MIMAT0000456,26,25.132623,1
hsa-mir-186,hg38,chr1,71067682-71067704,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067683-71067700,-,N,mature,MIMAT0000456,1,0.966639,1
hsa-mir-186,hg38,chr1,71067683-71067703,-,N,mature,MIMAT0000456,9,8.699754,1
hsa-mir-187,hg38,chr18,35904834-35904857,-,N,mature,MIMAT0000262,3,2.899918,1
hsa-mir-187,hg38,chr18,35904835-35904856,-,N,mature,MIMAT0000262,2,1.933279,1
hsa-mir-187,hg38,chr18,35904835-35904857,-,N,mature,MIMAT0000262,24,23.199344,1
hsa-mir-187,hg38,chr18,35904836-35904857,-,N,mature,MIMAT0000262,3,2.899918,1
hsa-mir-187,hg38,chr18,35904836-35904858,-,N,mature,MIMAT0000262,1,0.966639,1
hsa-mir-187,hg38,chr18,35904837-35904857,-,N,mature,MIMAT0000262,1,0.966639,1
hsa-mir-187,hg38,chr18,35904839-35904858,-,N,mature,MIMAT0000262,1,0.966639,1
hsa-mir-187,hg38,chr18,35904870-35904892,-,N,mature,MIMAT0004561,2,1.933279,1
hsa-mir-188,hg38,chrX,50003517-50003537,+,N,mature,MIMAT0000457,1,0.966639,1
hsa-mir-188,hg38,chrX,50003517-50003539,+,N,mature,MIMAT0000457,1,0.966639,1
hsa-mir-188,hg38,chrX,50003556-50003577,+,N,mature,MIMAT0004613,2,1.933279,1
hsa-mir-18a,hg38,chr13,91350756-91350776,+,N,mature,MIMAT0000072,2,1.933279,1
hsa-mir-18a,hg38,chr13,91350756-91350777,+,N,mature,MIMAT0000072,9,8.699754,1
hsa-mir-18a,hg38,chr13,91350756-91350778,+,N,mature,MIMAT0000072,15,14.49959,1
hsa-mir-18a,hg38,chr13,91350756-91350779,+,N,mature,MIMAT0000072,67,64.764836,1
hsa-mir-18a,hg38,chr13,91350756-91350780,+,N,mature,MIMAT0000072,1,0.966639,1
hsa-mir-18a,hg38,chr13,91350757-91350778,+,N,mature,MIMAT0000072,1,0.966639,1
hsa-mir-18a,hg38,chr13,91350758-91350778,+,N,mature,MIMAT0000072,1,0.966639,1
hsa-mir-18a,hg38,chr13,91350758-91350779,+,N,mature,MIMAT0000072,5,4.833197,1
hsa-mir-18a,hg38,chr13,91350758-91350780,+,N,mature,MIMAT0000072,1,0.966639,1
hsa-mir-18a,hg38,chr13,91350759-91350777,+,N,mature,MIMAT0000072,1,0.966639,1
hsa-mir-18a,hg38,chr13,91350759-91350779,+,N,mature,MIMAT0000072,2,1.933279,1
hsa-mir-18a,hg38,chr13,91350759-91350780,+,N,mature,MIMAT0000072,1,0.966639,1
hsa-mir-18a,hg38,chr13,91350797-91350818,+,N,mature,MIMAT0002891,3,2.899918,1
hsa-mir-18a,hg38,chr13,91350797-91350819,+,N,mature,MIMAT0002891,6,5.799836,1
hsa-mir-18a,hg38,chr13,91350797-91350820,+,N,mature,MIMAT0002891,4,3.866557,1
hsa-mir-18a,hg38,chr13,91350797-91350821,+,N,mature,MIMAT0002891,3,2.899918,1
hsa-mir-18a,hg38,chr13,91350798-91350820,+,N,mature,MIMAT0002891,2,1.933279,1
hsa-mir-18a,hg38,chr13,91350798-91350821,+,N,mature,MIMAT0002891,2,1.933279,1
hsa-mir-190a,hg38,chr15,62823971-62823992,+,N,mature,MIMAT0000458,3,2.899918,1
hsa-mir-190a,hg38,chr15,62823971-62823994,+,N,mature,MIMAT0000458,6,5.799836,1
hsa-mir-190b,hg38,chr1,154193712-154193734,-,N,mature,MIMAT0004929,2,1.933279,1
hsa-mir-191,hg38,chr3,49020631-49020652,-,N,mature,MIMAT0001618,3,2.899918,1
hsa-mir-191,hg38,chr3,49020632-49020653,-,N,mature,MIMAT0001618,2,1.933279,1
hsa-mir-191,hg38,chr3,49020633-49020653,-,N,mature,MIMAT0001618,1,0.966639,1
hsa-mir-191,hg38,chr3,49020670-49020692,-,N,mature,MIMAT0000440,1,0.966639,1
hsa-mir-191,hg38,chr3,49020670-49020695,-,N,mature,MIMAT0000440,2,1.933279,1
hsa-mir-191,hg38,chr3,49020671-49020692,-,N,mature,MIMAT0000440,11,10.633033,1
hsa-mir-191,hg38,chr3,49020671-49020693,-,N,mature,MIMAT0000440,1,0.966639,1
hsa-mir-191,hg38,chr3,49020671-49020694,-,N,mature,MIMAT0000440,18,17.399508,1
hsa-mir-191,hg38,chr3,49020671-49020695,-,N,mature,MIMAT0000440,357,345.090245,1
hsa-mir-191,hg38,chr3,49020672-49020692,-,N,mature,MIMAT0000440,26,25.132623,1
hsa-mir-191,hg38,chr3,49020672-49020694,-,N,mature,MIMAT0000440,152,146.92918,1
hsa-mir-191,hg38,chr3,49020672-49020695,-,N,mature,MIMAT0000440,4313,4169.115486,1
hsa-mir-191,hg38,chr3,49020673-49020692,-,N,mature,MIMAT0000440,7,6.766475,1
hsa-mir-191,hg38,chr3,49020673-49020694,-,N,mature,MIMAT0000440,71,68.631393,1
hsa-mir-191,hg38,chr3,49020673-49020695,-,N,mature,MIMAT0000440,3084,2981.115734,1
hsa-mir-191,hg38,chr3,49020674-49020692,-,N,mature,MIMAT0000440,1,0.966639,1
hsa-mir-191,hg38,chr3,49020674-49020695,-,N,mature,MIMAT0000440,199,192.361229,1
hsa-mir-191,hg38,chr3,49020675-49020695,-,N,mature,MIMAT0000440,30,28.99918,1
hsa-mir-191,hg38,chr3,49020676-49020695,-,N,mature,MIMAT0000440,1,0.966639,1
hsa-mir-191,hg38,chr3,49020677-49020695,-,N,mature,MIMAT0000440,1,0.966639,1
hsa-mir-191,hg38,chr3,49020695-49020715,-,N,precursor,,1,0.966639,0
hsa-mir-1913,hg38,chr6,166509364-166509386,-,N,mature,MIMAT0007888,1,0.966639,1
hsa-mir-1915,hg38,chr10,21496611-21496632,-,N,mature,MIMAT0007891,1,0.966639,1
hsa-mir-192,hg38,chr11,64891159-64891181,-,N,mature,MIMAT0004543,6,5.799836,1
hsa-mir-192,hg38,chr11,64891160-64891181,-,N,mature,MIMAT0004543,2,1.933279,1
hsa-mir-192,hg38,chr11,64891200-64891223,-,N,mature,MIMAT0000222,7,6.766475,1
hsa-mir-192,hg38,chr11,64891201-64891222,-,N,mature,MIMAT0000222,1,0.966639,1
hsa-mir-192,hg38,chr11,64891201-64891223,-,N,mature,MIMAT0000222,345,333.490573,1
hsa-mir-192,hg38,chr11,64891201-64891224,-,N,mature,MIMAT0000222,26,25.132623,1
hsa-mir-192,hg38,chr11,64891202-64891223,-,N,mature,MIMAT0000222,4,3.866557,1
hsa-mir-192,hg38,chr11,64891202-64891224,-,N,mature,MIMAT0000222,92,88.93082,1
hsa-mir-192,hg38,chr11,64891203-64891223,-,N,mature,MIMAT0000222,1,0.966639,1
hsa-mir-192,hg38,chr11,64891203-64891224,-,N,mature,MIMAT0000222,141,136.296147,1
hsa-mir-192,hg38,chr11,64891204-64891224,-,N,mature,MIMAT0000222,11,10.633033,1
hsa-mir-192,hg38,chr11,64891205-64891224,-,N,mature,MIMAT0000222,1,0.966639,1
hsa-mir-193a,hg38,chr17,31560016-31560035,+,N,mature,MIMAT0004614,1,0.966639,1
hsa-mir-193a,hg38,chr17,31560016-31560037,+,N,mature,MIMAT0004614,17,16.432869,1
hsa-mir-193a,hg38,chr17,31560016-31560038,+,N,mature,MIMAT0004614,188,181.728196,1
hsa-mir-193a,hg38,chr17,31560050-31560070,+,N,mature,MIMAT0000459,2,1.933279,1
hsa-mir-193a,hg38,chr17,31560050-31560071,+,N,mature,MIMAT0000459,1,0.966639,1
hsa-mir-193a,hg38,chr17,31560050-31560072,+,N,mature,MIMAT0000459,8,7.733115,1
hsa-mir-193a,hg38,chr17,31560051-31560072,+,N,mature,MIMAT0000459,1,0.966639,1
hsa-mir-193a,hg38,chr17,31560052-31560072,+,N,mature,MIMAT0000459,1,0.966639,1
hsa-mir-193a,hg38,chr17,31560052-31560073,+,N,mature,MIMAT0000459,1,0.966639,1
hsa-mir-193b,hg38,chr16,14303980-14304001,+,N,mature,MIMAT0004767,1,0.966639,1
hsa-mir-193b,hg38,chr16,14303980-14304002,+,N,mature,MIMAT0004767,3,2.899918,1
hsa-mir-193b,hg38,chr16,14304017-14304038,+,N,mature,MIMAT0002819,5,4.833197,1
hsa-mir-193b,hg38,chr16,14304017-14304039,+,N,mature,MIMAT0002819,48,46.398688,1
hsa-mir-193b,hg38,chr16,14304018-14304039,+,N,mature,MIMAT0002819,2,1.933279,1
hsa-mir-193b,hg38,chr16,14304018-14304040,+,N,mature,MIMAT0002819,1,0.966639,1
hsa-mir-193b,hg38,chr16,14304019-14304039,+,N,mature,MIMAT0002819,3,2.899918,1
hsa-mir-193b,hg38,chr16,14304019-14304041,+,N,mature,MIMAT0002819,1,0.966639,1
hsa-mir-194-1,hg38,chr1,220118206-220118228,-,N,mature,MIMAT0000460,89,86.030902,1
hsa-mir-194-1,hg38,chr1,220118207-220118228,-,N,mature,MIMAT0000460,14,13.532951,1
hsa-mir-194-2,hg38,chr11,64891368-64891390,-,N,mature,MIMAT0004671,2,1.933279,1
