accession_id,is_expressed,7262f244-82d5-4d3c-8762-782c5381a6e5,ed716c0b-4b09-4902-86b8-6955488d60c3,6a813732-f636-4369-8a31-04ef69340706,d7e60e41-5da6-49df-a8e4-c732699a6f61,ce2f555b-bfd9-4a8a-84b1-54feaf484cd2,f5b1694d-7bd1-43be-8ec6-2bcaad95d802,42f12ac2-0c43-4fea-bf8f-edc15cd33d47,0397db08-993e-4a47-802e-36f88161ec6f,7b9a5582-5ce8-45b7-a699-4b0d6e5559e2,e7b953fa-ad4a-4931-9ff0-43ed402d7110,0a8016e1-0321-4421-a5ad-db2fd9caf7ab,dd0e32d6-4704-4abd-82e4-2041fbc19a79,828a2b26-d2d0-4f4f-8ab3-22f3bf82b61a,a1f1b5f0-6161-45d2-a0cf-f62b4f48c8fc,d507dac5-5517-4f37-a9e9-fafda456ddd0,aeee0cc4-69ba-4335-8629-57d1ae11716c,6e528c0b-ea1b-4ac5-a2f0-9667a1ca1b44,404cd7fd-7dbb-4fc9-b3f1-e3b523f1b322,d464d804-d185-4dee-b822-ef874fad77de,0b4727f6-8ed4-4ad6-a3fe-81a58dd7d033,d06292bd-c8bb-47b2-9506-6f3c9e021d27,054fdd39-3fa4-4676-8341-6b66da8dc3f5,d3a5c8df-e9e4-414d-9584-1fc13845edb6,b5404c18-0496-4c3b-8d8a-2a0456d729f2,04ab7272-e2e2-47a8-8bc1-6c10f4b0624b,e6f5763b-ef3e-430a-b47a-dff65e2768eb,78090b15-811b-4b2b-9559-8fbfbcaad80c,13da461a-0f97-4b71-b573-7b8347073c7b,1bbd0662-6be7-4f97-9c49-e827ad5eca17,099fa301-2bd0-4cf8-b419-84c0c9e4441d,cc09326c-c449-49e6-85d8-67ff565b6d65,f2514068-0386-4006-9809-c0d8b29c6355,c138edb1-07ef-40ee-bb5e-591cffd94699,4c5502b4-f137-4b70-a5a9-65ee2245d94d,cca41100-3e14-4d5e-91f8-be8607823ac6,efc2c7f1-12a6-4cc2-bf88-73f2713bdd56,d98594fb-1051-44f6-b016-8c2d9284383b,65654739-bed4-4ea7-b75c-ca1f278adcc9,a012c66a-bcb7-46f6-a6c0-29a971ba543f,e0d903f9-3249-4af6-887a-080ad4024cd2,8ae26ade-1ddf-45e2-a297-61baeacadd6c,6cfe6db4-c7c5-408c-b43e-45f6953114f0,a83060e9-a15a-46c5-85f9-9dbd3cd0166f,e6844069-5753-414d-94f3-4e3fc0b2793f,7c275803-bb6d-4fbc-b851-5fcb393f8496,9c68a687-af95-43b0-918d-85e7079fb3e8,91a97f93-53f2-4571-a4bc-233643a1da0b,69a63fd5-3647-4681-ab0d-964d5dbe7287,d45379cd-88e5-42fe-9e61-29223c079002,dba8d64b-b2a8-426a-ad43-0ba21aeb5c51,9711f9ba-0f6c-446a-9097-f514fa6441d6,09cf7c34-2a62-4334-a246-73877305b361,bad24748-3268-4e31-8ae1-35a84c16acbf,2f1fe5b6-f5ec-41d1-bf98-3455ed635bfb,e12c0da3-79fe-4fef-aa84-195e53b32a44,a94f6890-7675-4166-a0d5-746e7c690c63,f2edea21-ce45-4fe5-b0de-499c2e50f0c4,935b5f15-eded-4c7b-a912-99cdd8b33594,e18f28eb-b4c0-46e9-9fee-7194d77c65ee,b7a062ee-2ea3-4fce-862e-adb86c42a9ec,f507feab-b895-4a33-8daa-44a681edd905,f4f9a228-3aba-4a06-a64b-241616713cf7,1e30fd9b-77dc-451e-9894-4740b51fe6b8,f3660d46-1b93-4a8b-8f4e-21cd872548ab,a0d63f75-62f5-4bc6-82b8-e3d41c5708f4,cf5bd0a9-6891-4bf0-8d09-4c235e208291,744381ad-64d7-47fb-8fac-b5b9c910ddbf,c4b1b889-0340-42f9-aea3-b7797232bb55,4a9e0961-41b3-4e07-a4ba-f7574662f501,83d0a04c-e990-4d4f-af6e-666d5e521d9b,9336dfcd-fb41-44f1-95b8-edfce624ea98,61df0f1a-f2c7-4b57-84fc-1571be570fd0,6307ea16-0d63-4fcf-843c-8d0200f9ed53,af9371a0-7b65-4e61-ba72-572c056f6265,beec3eb1-cc60-40d6-b83f-158b3d66e7bc,24c6eb66-7e03-4078-868e-d33df83f0851,871b733f-966f-4c2f-aeff-1fa373fdba3b,77cd82b7-c824-4d2f-99f0-326ccfa1d3ac,1f1f7941-47bd-4a90-badf-ba6bf048c9d9,9d110436-8434-4974-b3ca-311c11a447e7,e137d046-1182-4fc5-af84-84b2c7ed47f5,d77f7eb5-1943-4147-8a02-c33289a8ed75,c2a3f9ab-9dc7-48a5-9a8c-a2da7c11a793,53854d3d-1094-4e15-bf32-f0b3ce77d679,1e5f58f3-aa26-4fc7-a704-200bf205dbfe,9c935a84-18a9-48af-b515-edd1db7e4768,1846a6f8-8127-424a-b492-c09d91b91931,a9047869-3066-4e8d-805d-3efbcadf5355,87bff627-7d8f-41d8-b9b7-26613ba86941,2f6dfeec-9971-4a74-a4cc-412b441730c6,f37b4d0b-91e7-4b21-bf66-325387326d94,a53818cf-10e2-4384-85dc-962ca915d9ff,8eb1a36e-89ca-4080-afee-3ffa4a874bc1,803883d2-6f3f-4672-918c-c80aca312bf9,88e4b726-8b27-48e2-84a2-0f3de9b414e9,d1fbd937-025a-4aee-ae98-86ab414fd224,b11194e9-d6e1-4f0e-b88c-251a369fba1e,c4b55e40-cf48-4d8d-8e7d-5fb8cfcb4a75,bf48419a-0ff6-43aa-a0ed-dfad83133863,7f008fe1-75ea-44ca-b9a8-27c4222a3ebc,d27b5727-57fb-4a17-bb14-fe8003dea343,c5b2ce8f-1e3e-4560-ab85-fb0b0a89c67d,014808e2-fe91-4ef9-9b5b-882a9b1d350a,1cb6a927-ef19-487d-a0c1-f75b6ddbcd74,c4c0f12e-f16c-4c27-b711-bf6c57bda4e7,bc98d560-25d3-4e7c-8212-00d1f5148dde,c1cd6d37-7a60-4c0e-bcd6-8a4d6d388699,5c16f348-ee14-46ea-8b6f-4862fc7b9b45,70db5d78-573e-48df-a32b-66d0f1a9d9f8,5fe54448-f2fa-433e-b24a-6ddf81cba9d4,571f1dd9-cf46-472e-96b4-0835b2d711a8,cf5ab327-47ee-40eb-a06c-3a8fef2a1ebb,87ca2702-d747-4c73-92ff-a8b7f30fb306,50c0b143-29b8-4060-a63e-d263ae52b029,cb0cbce4-ed6f-4819-a83d-00f7bfe400ac,f88848be-c988-4cef-805f-193477175d27,15a656bc-0f5f-4f06-80ad-0584bf873805,1c5f84e6-1571-4cb9-b7b9-bfa6b13e121e,4941a6e3-84e3-4afa-8ce4-a6bd1420a438,e841eb85-0fa6-43bc-8849-716e5fac921c
MIMAT0004606,0,5.013642,4.88376,4.421284,4.118256,8.071436,5.644575,1.334923,9.871712,8.106045,1.065287,1.726848,0.586975,4.83797,1.86186,2.102532,7.1613500000000005,2.6337970000000004,,2.8809430000000003,2.213358,9.251422,,0.572949,1.9319,5.703108,8.808322,7.440794,3.0041450000000003,1.574956,14.298366,4.043569,1.797945,7.962558,5.849993,5.597315,8.9988,1.443278,1.938283,8.029773,1.217435,4.209422,5.437152,3.613294,0.697742,4.518478,3.476008,1.28793,8.531797000000001,2.76146,2.28651,11.183099,2.457294,3.15865,,6.635141000000001,5.58869,2.140411,3.34969,5.057319,4.420217,14.837433,8.470059,4.306692999999999,14.693782,8.309811,3.225014,7.099645,4.148869,3.13147,8.299990000000001,1.661664,6.654401,4.762794,1.471694,11.819716,9.830727,5.536173,11.069627,2.380904,14.29445,4.458157,4.300523,5.908332,0.635313,2.305736,3.788399,6.983314,1.649828,9.338951,9.641069,4.753326,4.405324,13.243536,7.672423,5.92791,7.0164670000000005,12.326394,5.413978,4.113626,6.581728,5.434786,5.729804,1.992666,7.463372,14.945840000000002,1.799772,3.4218,1.771056,4.563521,0.517825,7.00545,6.535324,3.10807,5.421765000000001,2.487438,8.711013999999999,9.143451,,3.406938,3.049904
MIMAT0004609,0,9.191675,1.39536,,8.236512999999999,,0.806368,,1.096857,0.253314,3.1958610000000003,0.863424,,3.386579,6.383522,0.525633,1.790338,0.526759,0.770803,1.23469,0.948582,,1.861797,5.156537,1.54552,1.629459,4.404161,0.676436,1.502072,,0.84108,1.010892,,1.769458,0.835713,,,7.938031,,,5.681364,1.913373,2.26548,2.007385,,0.37654,,0.643965,0.85318,13.807298,7.621701,1.44298,4.09549,,,1.327028,4.470952,,,0.632165,,0.967659,,,1.175502,,5.160022,,0.345739,1.252588,4.1499950000000005,,,0.396899,,0.787981,0.75621,3.321704,0.737975,5.952260000000001,,0.405287,3.993343,5.317499,0.635313,3.842894,,0.517282,,0.933895,0.535615,,0.800968,2.648707,,0.658657,3.069704,,0.73827,0.685604,,6.793482,,0.664222,2.296423,,0.599924,7.9842,,0.57044,2.071299,4.6703,1.307064,3.10807,1.807255,0.829146,,,2.075025,3.406938,3.049903
MIMAT0004611,0,5.849249,8.37216,0.736881,5.765559,3.228575,7.257308999999999,,4.935855,1.773198,3.1958610000000003,2.590273,2.347901,43.541722,7.979403,1.576898,9.220236,6.321112,0.770803,8.231266000000002,4.426714,1.734642,1.861797,5.729485,4.250181,6.517837,1.761664,6.087922000000001,1.502072,,10.513504,4.043569,1.797944,7.07783,1.25357,0.559731,1.999733,15.876061,5.814846999999999,5.559073000000001,12.985974,3.826746,4.53096,2.007386,3.837581,6.024637,1.158669,12.879295,0.85318,7.363893,4.573021000000001,3.607451,,,4.197659,7.962169000000001,4.470952,4.280822,,8.218143,1.473405,6.451057,1.954629,1.076673,3.526507,2.077453,13.545057,3.549823,6.223304,4.3840580000000005,8.81874,3.3233300000000003,13.308801,5.159691,0.735847,6.303848,4.537258,7.197024,1.47595,5.95226,2.382408,2.026434,5.836424,9.453332,9.529696,12.297258,1.515359,3.879619,0.824914,1.86779,1.606845,4.753326,1.201452,7.063218999999999,2.192121,0.658657,5.700879,1.120581,6.890517,0.685604,,3.396741,6.771588,1.328444,11.482112,4.270239999999999,11.398547,5.1327,1.180704,4.563522,9.838672,9.3406,3.267662,8.288184,3.0120910000000003,1.658292,10.453217,,16.600196,2.271292,24.399226
MIMAT0004612,0,0.835607,,2.947524,0.823651,,,,0.548428,0.253314,,,0.586975,,,0.525633,0.984686,0.526759,,,,,,,0.38638,,,0.338218,2.503454,,,2.021784,,0.884729,,0.559731,0.499933,0.721639,0.646094,,,,,0.802954,,,1.158669,,1.706359,1.840973,0.76217,0.360745,1.638196,,,0.663514,,1.070206,0.837423,,,0.967659,0.651543,,0.587751,0.296779,1.935009,,,0.626294,0.518749,1.107777,,0.396899,,,,0.553617,0.737975,2.380904,,,,1.7725,0.635313,,,0.258641,,0.933895,0.535615,,0.400484,1.765804,1.09606,,,,1.47654,,0.598339,2.038044,0.520891,,1.148212,,,0.5703,1.180704,3.42264,1.03565,1.167575,,,,,0.580734,,1.38335,,0.762476
MIMAT0004614,1,404.433731,774.424729,99.478878,233.916972,378.550323,196.753725,260.309942,436.549024,225.196071,290.823403,159.73351200000002,170.809831,411.711177,541.2694680000001,272.277761,891.050899,690.581542,704.514131,246.114842,557.7659269999999,139.060425,926.553996,693.267711,329.968607,511.650227,669.4324799999999,645.996143,251.847424,48.036167,690.5269959999999,239.58149,175.599152,427.323961,122.014103,217.175806,715.904427,1291.01256,477.46359,510.8170300000001,171.658354,234.962226,770.716228,523.526157,178.62195200000002,333.237693,178.435078,186.105817,196.231335,586.349921,660.801513,343.790132,113.035536,341.134145,122.781536,451.853097,311.848917,334.439213,560.235818,288.267149,294.681009,1571.8001069999998,579.8733139999999,213.181279,868.108618,278.081893,129.000549,383.380798,664.8563770000001,294.984513,467.911976,743.8720559999999,841.78165,294.89627,387.79113,267.913568,418.183971,447.87637899999993,214.012821,292.851216,486.011293,325.040083,235.607224,137.073308,594.017765,1188.991185,139.413056,429.344508,317.592041,268.961807,352.970227,577.053794,267.523274,514.732109,122.758762,282.56365,917.841559,391.082864,128.212827,354.457491,262.072382,618.2069419999999,343.788317,298.235825,509.231617,251.94416,282.564,339.328517,239.682862,227.035217,312.76619500000004,1650.951107,465.315074,368.824203,428.921863,268.643352,965.761069,167.90699,149.401772,473.56443,359.126111
MIMAT0004615,0,3.342428,1.39536,2.210642,14.002072,0.807144,1.612736,,8.226425,5.066278,6.391723,4.317122,2.934876,0.967594,5.5855820000000005,7.884492,2.237922,2.107037,31.602931,2.46938,4.11052,2.601963,4.344192,3.1512170000000004,3.09104,6.517838,1.761664,2.367526,5.507598,2.362434,2.943782,2.021785,5.393832,8.847287,2.9249970000000003,5.597314000000001,12.498332,0.721639,5.168753,6.176748,1.217435,6.505469,1.812384,3.211816,0.697742,1.8827,,0.643965,4.265898,9.204867,6.097361,2.164471,5.733686,3.15865,1.574122,1.990542,24.590237,6.956335,1.674846,3.160825,1.473406,2.25787,3.909258,5.383365,5.877513,5.045243,2.58001,11.536922,1.037217,5.010352,3.112496,,2.218134,3.968994,2.943387,4.727886,3.024839,2.768087,1.47595,3.571356,6.353088,,2.764621,1.181666,5.717817999999999,2.305736,5.303759,5.431466,6.599315,6.537266,2.678075,0.950665,0.800968,1.765805,3.288181,1.97597,0.438529,2.241162,8.120966,8.912858,2.991695,0.679348,3.125348,4.6495560000000005,0.574106,6.93914,1.199848,6.8436,5.313168,2.28176,6.213898,25.68665,7.1888570000000005,1.5540349999999998,5.421765000000001,0.829146,1.161469,4.156113,11.066799,1.703469,
MIMAT0004657,1,83.56068800000001,40.465436,35.370268,26.356842,20.178589,4.838206,26.698456,41.68056,52.942609,72.439529,68.210527,22.892039,12.57872,89.635288,15.768983,84.95150699999999,60.577328,170.347508,90.955484,19.920212,26.597836,19.238563,98.260672,37.865249,96.95283,56.37326,44.982978,41.056638,27.167996,41.212939,34.37034,25.17121,50.42953500000001,27.160673,27.426841,16.997730999999998,77.215395,101.436784,86.474468,42.204418,75.769578,58.902475,69.054063,20.583389000000004,42.925533,40.553427,25.758591,37.539907,85.605248,54.11408,38.238987,54.060474,9.927184,37.778934,79.62169000000002,136.364043,23.544521,26.797528,34.769065,106.821866,28.384653,41.698755,31.761858000000004,32.326319,29.677897,58.050247000000006,33.723310999999995,68.80208900000001,28.809527,59.137432,72.559374,67.653071,73.029492,28.698015,15.759621,83.939279,36.53874,135.78744500000002,54.760796,55.589527,36.070533000000005,33.175462,18.906662,64.166624,51.494771,37.883983,36.209777,39.595891,57.9015,18.210907,15.210643,22.427101,229.554628,2.740151,61.255057,40.344683,24.652787,39.374381,91.185389,52.653812,52.309819,19.272981,57.78734299999999,99.320259,17.08096,14.398166,39.350702000000005,67.890466,32.515093,22.784293,74.724803,10.456518,75.11167,31.325754,33.165846,31.35965,67.32904099999999,18.675221,76.65611200000001,8.387234
MIMAT0004671,0,5.013641,1.39536,16.211374,1.647303,4.842862,0.806368,4.004768,1.645285,1.773197,,,1.17395,2.902782,1.86186,,1.700821,0.526759,1.541606,0.823126,5.69149,0.289107,1.861796,3.724165,0.77276,1.629459,0.880832,0.676436,4.005526,0.787478,2.523241,7.076247,,2.654186,,1.119462,,2.886557,1.292188,1.23535,0.405812,,1.812384,0.401477,1.046613,1.882699,,,0.85318,2.76146,,0.360745,3.276392,0.902472,4.197659,3.3175700000000004,1.117738,1.605308,,3.1608240000000003,8.103729000000001,1.290212,1.303086,1.6150099999999998,4.1142590000000006,1.780674,1.290006,2.662367,5.531826000000001,,0.518749,7.2005490000000005,,1.190698,5.150926,,1.134315,1.107235,2.213926,,0.794136,0.405287,0.61436,0.590833,3.811878,9.991523,0.75768,3.620978,1.649829,0.933895,0.535615,0.950665,0.800968,1.765805,0.54803,3.293284,0.438529,2.241163,8.859235,0.685604,0.598339,0.679348,1.562674,0.664222,1.722317,0.53378,0.599924,1.1406,,0.57044,0.517825,3.502725,0.653532,0.518012,0.602418,1.658292,4.645874,0.831223,6.225074,,
MIMAT0004672,1,318.366222,405.352043,170.219413,309.69289200000003,314.785984,380.605565,130.82243400000002,576.946701,215.570144,118.246878,208.085277,213.659034,555.398861,361.200951,71.486053,559.480422,279.709227,97.892006,445.723033,538.794295,144.264351,161.976286,243.789596,385.993721,237.086332,466.84107,570.911776,155.71480999999997,73.235467,308.67650100000003,250.701306,192.979274,206.141787,87.74987200000001,127.05904,231.46909900000003,492.879585,163.461825,276.100621,317.750571,234.962226,806.9639040000001,470.129699,185.250502,483.10052,90.376207,313.61084,164.66368599999998,459.322782,164.62874899999997,210.67517,418.559123,78.51500300000001,284.39142400000003,299.24485400000003,309.61344,559.7174650000001,209.355684,237.693966,850.154709,385.128122,180.477425,80.212149,360.879275,413.116327,437.311861,140.217978,821.476208,297.489685,455.980739,202.723135,524.588562,327.442023,183.961637,227.726533,520.272282,346.564417,247.959682,528.560729,302.565851,213.991477,550.466942,150.071638,168.99328899999998,296.67136400000004,106.832833,294.333766,84.141268,206.39083,348.685308,352.6968,360.435553,596.842033,103.029675,401.780479,280.658671,184.89591,937.110256,85.01494799999999,208.820233,381.793737,351.601688,538.684309,437.468427,417.41596,138.582346,205.30801,161.756416,326.862259,254.251991,385.299763,322.191477,285.42435,121.086085,62.18596,1073.196908,87.278386,148.71009700000002,235.078745,543.64526
MIMAT0004673,1,292.462412,29.302558,212.95849,73.30496600000001,83.13578799999999,68.541256,527.294502,27.42142,27.10459,72.439529,48.351765,119.742974,30.479208,245.765597,87.780666,39.476938,264.433206,133.348954,119.764915,88.218084,32.95819,75.713054,105.136055,57.184252,127.912559,78.394066,54.453081000000005,46.564235,31.105386,162.749053,323.485554,61.729398,98.204885,50.560641,45.338247,46.993726,28.865568,138.264152,56.208405,47.479969,135.84949600000002,74.760835,85.514625,164.318241,75.684494,46.346771,10.303438,85.317971,155.562225,128.806753,150.430727,167.915107,25.720433,44.075422,155.262295,138.599518,126.284247,34.334332,49.308853,51.56918,29.997418,65.154302,107.128977,92.276949,81.910998,126.42053699999998,54.134792,36.302609,53.861288,46.168695,139.579863,32.162935,30.164352,128.773146,34.671165,39.322906,83.596208,78.22537299999999,103.56933,92.913922,101.72701,60.821682,47.266656000000005,191.229246,220.582076,84.102442,69.05721799999999,152.60916,39.223594000000006,50.347803,45.63193,47.657592,113.89441,47.130595,18.442385,80.689368,45.943832,65.95209,207.73814,214.803622,202.445789,52.610028,64.429565,210.122633,66.7225,36.59534,58.740901,53.722022,65.030186,114.439287,77.059952,22.873633,95.314123,48.193465,50.577914,42.974337,44.886028,157.010196,125.488896,58.710639
MIMAT0004676,0,4.178035,1.39536,4.421285,,0.807144,1.612735,6.674614,6.58114,2.279826,,1.726848,0.586975,1.451391,0.26598,1.051265,0.984687,1.580277,1.541606,0.823126,0.316194,1.734642,,1.718845,1.9319,1.629459,0.880832,2.0293080000000003,0.500691,,0.42054,2.021785,2.397258,0.884729,0.835714,1.679194,3.499533,,10.337507,1.23535,,0.76535,0.906192,2.408862,0.348871,0.75308,,,,2.76146,12.194722,0.72149,1.638196,1.804943,,1.327028,,2.140411,3.349691,,,0.967659,0.651543,,0.587751,0.593558,1.290006,0.887456,0.345739,1.252588,1.037498,,,0.396899,17.660319,,2.26863,1.107234,6.641776,2.380904,2.382408,0.810574,0.92154,0.590833,0.635313,,0.75768,0.517282,0.824914,,1.606845,1.90133,1.201452,5.297414,1.64409,1.317313,0.438529,3.361744,2.214809,3.428022,0.598339,1.358696,,0.664222,3.444634,1.06756,0.599924,1.1406,,1.14088,,7.00545,1.307065,0.518012,4.216927,0.829146,,3.324891,,0.567823,0.762476
MIMAT0004677,0,5.013642,2.09304,4.421284,4.118256,0.807144,2.419103,20.023842,3.838998,3.799709,,2.590273,3.521851,0.967594,2.659801,2.102531,7.608935000000001,3.687316,,0.411563,1.58097,1.445535,,2.00532,3.8638,1.62946,3.523329,5.411486,0.500691,0.393739,3.36432,1.010892,10.787661,2.654186,2.50714,1.679194,3.499533,2.164917,14.860166,3.706048,0.811624,1.5306989999999998,0.906192,2.007385,0.348871,2.635779,,,4.265899,4.602434000000001,6.097361,1.803725,1.638196,5.414827000000001,1.049414,2.654056,2.235476,4.815925,6.699382,2.52866,5.156919,9.676586,1.954629,2.153347,5.289761,2.671011,1.290006,4.437278,1.382956,1.252588,4.668744,0.553888,2.218134,1.587597,39.735714,6.303848,4.159154,3.875321,5.903801,3.571356,6.353088,1.215861,0.30718,,0.635313,1.537158,1.51536,4.396902,0.824914,2.801685,3.21369,3.80266,0.800968,17.658046,3.836211,1.975971,4.385292,2.241163,1.23045,,2.991694,1.358696,,1.328445,1.722318,1.60134,0.599924,2.8515,1.180704,5.133962,,4.6703,0.653532,2.072047,1.204837,0.829146,4.065141000000001,,,,1.524952
MIMAT0004678,1,59.328089,154.187265,43.475955000000006,84.012432,83.135786,50.801166,72.08583,60.875556,48.636272,147.009633,220.17322,27.000865,268.507289,90.433227,33.640495,180.555523,182.258744,28.519718,251.465164,143.552003,31.223547,53.992096,46.981778,55.638735,66.807834,184.09393,55.129513,240.331539,25.199301,139.198802,75.816927,59.931452,109.706359,34.264234,35.822812,58.492192,255.460283,43.934404,27.795366,119.308644,79.978999,200.268415,83.908717,40.120165,68.53023800000001,33.601411,121.065376,34.980368,167.528549,125.758073,55.91549800000001,92.558085,42.867387,38.828349,55.735183,137.481781,81.87071900000001,41.871138,89.135237,292.470901,123.537748,39.092582,51.14197299999999,75.232163,109.511439,116.745497,39.935500000000005,163.880354,75.155289,102.193634,78.098257,120.888274,76.60158799999999,60.339417,85.889937,135.739643,173.835825,39.112688,136.90199,84.17842499999999,57.956025,127.786969,73.854153,182.970177,89.155125,57.583654,102.163302,10.723887,70.042137,73.91485800000001,111.227831,64.878399,113.894412,16.988936,124.486086,49.115267,76.19952599999999,160.942781,42.507475,70.005637,59.1033,35.420614,118.895796,83.245306,35.76326,54.593046,60.451802,92.094894,57.614464,101.493665,123.762954,57.510852,58.535303,53.012814,35.653283,272.945101,34.911355,42.192167000000005,195.898954,137.245647
MIMAT0004679,0,2.506821,0.69768,,1.647302,0.807144,4.0318380000000005,,0.548428,0.506628,,,,15.481502,0.26598,,0.895169,1.053519,,,,0.867321,1.241198,5.44301,,0.81473,2.642496,,0.500691,,,2.021784,0.599315,3.538914,,0.559731,0.999866,0.721639,1.938282,1.853025,13.797599,,,,,20.709689,,0.643965,,,,0.360745,,0.902472,,12.606767,2.235476,5.351028,1.674845,1.896495,,0.967659,,,0.587751,0.296779,2.580012,1.774911,11.755131,3.13147,0.518749,0.553888,1.109067,0.793798,,3.939905,0.378105,,1.47595,5.952260000000001,,0.405287,0.92154,3.544999,,7.685787,,0.258641,0.824914,,6.962994999999999,,,,,,1.315587,1.120581,0.49218,,1.795017,6.793482,2.604455,,,,,,,7.415722,0.517825,1.167575,0.653532,,,,0.580734,,,,4.5748560000000005
MIMAT0004680,1,5.849247999999999,6.9768,40.528431000000005,17.296677,12.107154,8.870044,53.396911,5.484285,9.879243,9.587584,12.087941,2.934876,28.544017,21.012427,4.730695,7.967001,16.8563,9.249639,24.282234,10.434396,6.360353,1.861796,6.0159590000000005,12.750544,22.812431,21.139973,9.131883,16.522793,1.181217,25.232412,21.228738,8.989718,23.002947,12.11784,11.194629,2.9996,31.752125,5.814847,6.794422,14.609222,22.960479,45.762692,41.352143,10.46613,15.438131,12.745362,1.28793,6.825438,55.229193,3.04868,24.169925,4.914588,3.609885,2.09883,13.933795,25.707975,10.166952,5.0245370000000005,20.861439,16.207457,11.611904,11.727775,8.613385,13.518278,24.335877,14.19006,15.974201,12.792347,7.515528,9.856238,12.739432,16.636001,13.494581,9.566005,6.303848,11.721251,11.072347,5.903801,36.904014,12.706177,4.863443,9.829767,13.589163,10.16501,13.834417,5.303758,14.48391,5.7744,14.008427,8.569839,32.322618000000006,5.606774999999999,33.550292,8.768483,11.855818,13.594404,26.89395,77.76440199999999,8.912856999999999,8.975081999999999,8.831528,7.292479999999999,10.627556,43.632023,13.87828,3.599542,22.812001,3.542112,21.676728,25.373417,19.848776,10.456518,6.21614,4.819346,4.145731,7.549545,4.987336,37.350443000000006,14.195576,28.974081
MIMAT0004681,0,7.520462,2.79072,7.368806,2.470954,4.842862,9.676413,8.009537,3.838999,6.332847999999999,14.91402,5.180546,3.521852,2.418985,3.723721,3.153796,1.879855,4.214075,10.791245,30.867245,2.213357,11.853383999999998,2.482395,3.43769,6.568462,12.220945,7.92749,3.720397,2.002763,2.756174,2.523241,8.087138,2.39726,7.0778300000000005,3.760709,5.597314,2.499666,5.051474,9.691412,4.323724,12.580163,7.27082,3.624768,14.453176,1.046613,3.765398,2.317339,1.28793,8.531798,11.966325,5.335191,7.936393,8.190981,4.512356,1.574122,3.981084,6.706428,6.956335999999999,2.512268,5.057319,7.367026,1.290212,8.470059,5.383366,4.70201,3.561348,5.805025,7.099645000000001,6.569044,7.515529,4.149996,2.215553,3.327201,3.968994,5.150926,4.727886,4.537259,6.643408,11.069629,8.333164,6.353089,15.806189,3.071801,1.181666,0.635313,7.685787,10.607515,8.53516,4.124572,5.603371,3.21369,0.950665,4.00484,11.477731,2.19212,0.658657,3.069704,7.844068999999999,10.335775,5.484835,11.368437,3.396741,2.604456,1.992667,9.185689,2.6689,3.599542,4.5624,2.951759,3.422641,3.106949,23.351501,3.921195,3.626081,5.421765,9.120607,3.484406,10.805896,2.7667,3.406938,3.049904
MIMAT0004682,1,104.450863,105.349671,42.002193,83.188783,92.821508,545.1045829999999,50.727067,87.748545,103.605392,64.982519,95.840107,34.044571,83.213069,68.356881,89.883198,282.336202,158.554571,64.747467,346.536283,108.138292,34.692831,50.268501,147.534244,69.934797,118.950533,140.93315199999998,88.613084,96.633307,47.642426,163.59013199999998,91.991205,83.904034,228.260002,30.503528,99.072467,159.478709,220.8216,177.02980200000002,95.121915,64.11825,177.561032,140.45975,105.187002,63.494522,271.485174,113.549595,90.799034,118.591981,58.911139,74.692672,104.255347,61.432356000000006,106.040376,41.976593,104.835227,120.715709,125.749145,87.091966,134.651103,67.776636,138.052627,100.337629,138.890834,212.178204,132.363421,62.565265,129.568511,158.348527,83.923407,126.056108,124.070988,137.524275,59.931812,109.641136,249.790002,170.52529,137.85070199999998,44.278512,36.904015,151.679992,93.621271,48.841654,75.035817,74.331635,219.044919,53.037577,202.257473,160.03339,86.852248,112.479133,176.823733,50.460978,58.271559,107.413917,63.231027,117.525818,113.178707,225.66442,61.704399,140.011272,93.750061,100.011146,114.246239,266.384975,76.33054,111.585785,157.402807,102.130877,40.501254,44.532935,98.076302,71.235031,62.161385,46.988631,115.251313,65.042238,30.75524,103.751229,73.249174,292.02824
MIMAT0004688,1,257.366919,612.562983,331.596262,411.002004,1244.6153459999998,1136.978492,297.68778000000003,509.490005,537.532131,662.608632,1074.963368,464.297516,558.785438,453.230061,720.6424910000001,653.562651,818.057312,1059.083607,770.034902,343.38650700000005,226.659822,225.897961,617.924981,868.5824690000001,1288.902323,1048.190332,769.7838869999999,575.293617,389.014207,563.944397,211.276505,345.20515600000004,1016.553274,263.249605,843.515314,236.968364,1591.936113,807.617707,674.500843,217.515077,768.4106680000001,558.667319,954.712578,433.995525,1115.310788,694.042932,799.16027,518.733268,639.738143,710.342573,765.1404729999999,256.377702,544.1901839999999,815.920043,352.989496,1156.858887,588.613013,406.150033,665.037368,717.548254,505.762891,955.16211,1171.420359,501.939579,535.38926,952.669053,516.499131,878.1774280000001,506.671912,806.6553459999999,353.934655,796.3099139999999,972.403582,490.073799,673.723825,499.476514,734.0965130000001,834.6500030000001,459.514509,849.725625,402.855165,385.203987,451.396581,402.788515,1341.169764,437.181159,895.9333560000001,287.895123,649.991034,522.760152,704.4429339999999,649.985444,454.694742,464.181569,631.651609,538.952353,469.523552,464.371601,576.593327,421.230496,338.315447,635.487496,191.960252,978.849954,348.55834,433.744742,603.3774310000001,573.822028,535.6433870000001,707.3487120000001,531.246643,398.6547670000001,732.986301,488.561281,500.804271,674.813207,312.539744,783.667621,471.293137,1131.514117
